  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
066700 99999 201701211500 030   3 ***   9 OVC * * *  2.5 10 ** ** ** ** ** ** ** 2   23   19 1030.8 *****  976.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701211520 990   1 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   23   19 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701211550 990   3 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   23   19 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701211600 110   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   20 1030.7 *****  976.3 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701211620 990   3 ***   7 *** * * *  2.2 10 ** ** ** ** ** ** ** *   23   19 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701211650 040   6 ***   6 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   19 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701211700 050   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   19 1030.9 *****  976.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701211720 990   6 ***   6 *** * * *  2.5 10 ** ** ** ** ** ** ** *   21   19 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701211750 990   5 ***   5 *** * * *  2.5 10 ** ** ** ** ** ** ** *   21   19 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701211800 060   6 ***   5 OVC * * *  2.5 10 ** ** ** ** ** ** ** 2   22   20 1031.1 *****  976.6  23 ***  0.00 ***** *****  0.00 ** 
066700 99999 201701211820 990   3 ***   5 *** * * *  2.5 10 ** ** ** ** ** ** ** *   21   19 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701211850 990   3 ***   5 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701211900 060   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   20 1030.9 *****  976.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701211920 990   3 ***   5 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701211950 990   5 ***   5 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701212000 060   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   20 1030.7 *****  976.4 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701212020 010   5 ***   5 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701212050 990   3 ***   5 *** * * *  2.2 10 ** ** ** ** ** ** ** *   23   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701212100 050  10 ***   5 OVC * * *  2.2 10 ** ** ** ** ** ** ** 2   22   20 1030.7 *****  976.4 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701212120 040   7 ***   5 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701212150 990   6 ***   5 *** * * *  2.1 10 ** ** ** ** ** ** ** *   21   19 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701212200 050   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   20 1030.8 *****  976.4 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701212220 990   5 ***   5 *** * * *  1.9 10 ** ** ** ** ** ** ** *   21   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701212250 990   3 ***   5 *** * * *  1.9 10 ** ** ** ** ** ** ** *   21   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701212300 050   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   21 1030.7 *****  976.3 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701212320 990   3 ***   4 *** * * *  1.9 10 ** ** ** ** ** ** ** *   21   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701212350 990   3 ***   4 *** * * *  1.7 10 ** ** ** ** ** ** ** *   21   21 ****** 30.33 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220000 090   6 ***   4 OVC * * *  1.7 10 ** ** ** ** ** ** ** 2   22   21 1030.3 *****  975.9 *** ***  0.00  0.00 ***** ***** ** 
066700 99999 201701220050 990   3 ***   3 *** * * *  1.7 10 ** ** ** ** ** ** ** *   21   21 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220100 090   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   20 1030.2 *****  975.8 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701220120 990   2 ***   4 *** * * *  1.7 10 ** ** ** ** ** ** ** *   21   21 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220150 990   3 ***   4 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   21 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220200 090   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   20 1030.0 *****  975.6 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701220220 990   3 ***   4 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220250 990   2 ***   4 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220300 160   2 ***   4 OVC * * *  1.8 10 ** ** ** ** ** ** ** 2   21   20 1029.5 *****  975.1 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701220320 990   5 ***   4 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220350 990   3 ***   4 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220400 110   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   19 1029.4 *****  974.9 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701220420 990   2 ***   4 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220450 990   2 ***   4 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220500 140   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   20   19 1029.0 *****  974.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701220520 990   3 ***   4 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220550 990   3 ***   3 *** * * *  1.6 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220600 130   5 ***   3 OVC * * *  1.6 10 ** ** ** ** ** ** ** 2   21   19 1028.6 *****  974.2 ***  20  0.00 *****  0.00  0.00  0 
066700 99999 201701220620 990   3 ***   3 *** * * *  1.6 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220650 990   5 ***   3 *** * * *  1.6 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220700 100   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   19 1028.6 *****  974.2 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701220720 990   3 ***   3 *** * * *  1.2 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220750 990   5 ***   4 *** * * *  1.2 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220800 070   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   19 1028.9 *****  974.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701220820 990   3 ***   4 *** * * *  1.2 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220850 990   3 ***   5 *** * * *  1.6 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220900 020   5 ***   5 OVC * * *  1.6 10 ** ** ** ** ** ** ** 2   21   19 1028.8 *****  974.4 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701220920 030   5 ***   5 *** * * *  1.6 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701220950 990   3 ***   5 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221000 050   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   19 1028.8 *****  974.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701221020 110   5 ***   5 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221050 990   3 ***   6 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221100 100   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   19 1028.3 *****  974.0 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701221120 990   3 ***   6 *** * * *  1.9 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221150 990   3 ***   6 *** * * *  1.9 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221200 120   2 ***   6 OVC * * *  1.9 10 ** ** ** ** ** ** ** 2   22   19 1027.4 *****  973.2 *** ***  0.00  0.00 ***** ***** ** 
066700 99999 201701221220 990   1 ***   6 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221250 990   5 ***   6 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221300 070   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   19 1026.8 *****  972.6 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701221320 990   3 ***   6 *** * * *  2.2 10 ** ** ** ** ** ** ** *   23   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221350 990   1 ***   6 *** * * *  2.2 10 ** ** ** ** ** ** ** *   23   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221400 260   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   23   19 1026.5 *****  972.4 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701221420 990   1 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   23   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221450 990   2 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   23   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221500 160   2 ***   8 OVC * * *  2.5 10 ** ** ** ** ** ** ** 2   23   19 1026.6 *****  972.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701221520 990   1 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   23   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221550 990   2 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   23   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221600 120   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   19 1026.7 *****  972.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701221620 990   2 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   23   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221650 990   2 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221700 360   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   19 1026.8 *****  972.6 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701221720 990   1 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221750 ***   0 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221800 ***   0 ***   8 OVC * * *  2.5 10 ** ** ** ** ** ** ** 7   21   19 1027.3 *****  973.0  23 ***  0.00 ***** *****  0.00 ** 
066700 99999 201701221820 990   2 ***   8 *** * * *  2.5 71 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221850 990   1 ***   8 *** * * *  2.5 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221900 250   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   19 1027.5 *****  973.2 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701221920 990   2 ***   7 *** * * *  2.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701221950 990   2 ***   7 *** * * *  2.8 10 ** ** ** ** ** ** ** *   21   18 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701222000 230   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   19 1027.7 *****  973.4 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701222020 990   2 ***   6 *** * * *  2.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701222050 990   3 ***   6 *** * * *  2.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701222100 310   2 ***   6 OVC * * *  2.8 10 ** ** ** ** ** ** ** 7   21   19 1027.9 *****  973.6 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701222120 990   2 ***   6 *** * * *  2.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701222150 990   2 ***   6 *** * * *  2.7 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701222200 220   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   19 1027.9 *****  973.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701222220 990   1 ***   6 *** * * *  2.6 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701222250 990   2 ***   6 *** * * *  1.9 71 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701222300 020   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   19 1027.9 *****  973.6 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701222320 990   2 ***   6 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701222350 990   2 ***   6 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230000 220   3 ***   6 OVC * * *  1.8 10 ** ** ** ** ** ** ** 7   21   19 1027.7 *****  973.3 *** ***  0.00  0.00 ***** ***** ** 
066700 99999 201701230050 990   2 ***   6 *** * * *  1.6 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230100 310   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   20   19 1027.6 *****  973.2 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701230120 990   2 ***   4 *** * * *  1.4 10 ** ** ** ** ** ** ** *   21   19 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230150 990   3 ***   4 *** * * *  1.4 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230200 060   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   20   19 1027.4 *****  973.0 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701230220 990   2 ***   4 *** * * *  1.2 10 ** ** ** ** ** ** ** *   19   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230250 990   2 ***   4 *** * * *  0.9 10 ** ** ** ** ** ** ** *   19   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230300 360   3 ***   4 OVC * * *  0.9 10 ** ** ** ** ** ** ** 7   20   19 1027.3 *****  972.9 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701230320 990   2 ***   4 *** * * *  1.2 10 ** ** ** ** ** ** ** *   19   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230350 990   2 ***   3 *** * * *  1.4 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230400 290   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   20   19 1027.0 *****  972.6 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701230420 990   2 ***   3 *** * * *  1.0 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230450 990   2 ***   3 *** * * *  0.9 11 ** ** ** ** ** ** ** *   19   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230500 360   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   20   19 1026.9 *****  972.5 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701230520 990   2 ***   3 *** * * *  0.8 11 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230550 990   2 ***   3 *** * * *  0.6 71 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230600 340   5 ***   3 OVC * * *  0.6 70 ** ** ** ** ** ** ** 7   20   18 1027.0 *****  972.6 ***  19  0.00 *****  0.00  0.00  0 
066700 99999 201701230620 990   3 ***   3 *** * * *  1.2 71 10 ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230650 990   2 ***   3 *** * * *  1.2 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230700 290   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   19   16 1027.3 *****  972.8 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701230720 030   5 ***   3 *** * * *  0.8 71 10 ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230750 990   3 ***   4 *** * * *  0.6 71 10 ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230800 310   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   19   17 1027.5 *****  973.0 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701230820 290   3 ***   4 *** * * *  0.9 71 10 ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230850 990   2 ***   4 *** * * *  1.2 10 ** ** ** ** ** ** ** *   19   18 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230900 360   2 ***   4 OVC * * *  1.2 22 ** ** ** ** ** ** ** 7   20   17 1027.7 *****  973.2 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701230920 990   2 ***   4 *** * * *  1.2 71 10 ** ** ** ** ** ** *   19   18 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701230950 990   1 ***   4 *** * * *  1.2 10 ** ** ** ** ** ** ** *   19   18 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231000 170   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   20   18 1027.8 *****  973.3 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701231020 990   3 ***   4 *** * * *  1.2 10 ** ** ** ** ** ** ** *   19   18 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231050 990   2 ***   5 *** * * *  1.4 10 ** ** ** ** ** ** ** *   19   18 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231100 310   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   20   16 1027.5 *****  973.1 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701231120 990   2 ***   6 *** * * *  1.6 10 ** ** ** ** ** ** ** *   21   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231150 990   2 ***   6 *** * * *  1.6 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231200 210   1 ***   6 BKN * * *  1.6 10 ** ** ** ** ** ** ** 7   21   18 1026.9 *****  972.6 *** ***  0.00  0.00 ***** ***** ** 
066700 99999 201701231220 990   2 ***   6 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231250 990   2 ***   6 *** * * *  1.8 10 ** ** ** ** ** ** ** *   21   19 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231300 260   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   18 1026.0 *****  971.8 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701231320 990   1 ***   6 *** * * *  1.9 10 ** ** ** ** ** ** ** *   21   19 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231350 990   1 ***   6 *** * * *  1.9 10 ** ** ** ** ** ** ** *   23   19 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231400 340   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   22   19 1025.9 *****  971.8 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701231420 990   2 ***   7 *** * * *  2.0 10 ** ** ** ** ** ** ** *   23   19 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231450 990   2 ***   7 *** * * *  2.1 10 ** ** ** ** ** ** ** *   23   19 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231500 050   3 ***   7 BKN * * *  2.1 10 ** ** ** ** ** ** ** 2   22   19 1025.9 *****  971.8 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701231520 990   5 ***   7 *** * * *  2.2 10 ** ** ** ** ** ** ** *   23   19 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231550 ***   0 ***   8 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   19 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231600 320   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   19 1026.5 *****  972.2 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701231620 990   2 ***   7 *** * * *  2.0 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231650 990   2 ***   7 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231700 350   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   18 1026.7 *****  972.4 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701231720 340   5 ***   6 *** * * *  2.2 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231750 340   3 ***   6 *** * * *  2.2 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231800 340   3 ***   6 BKN * * *  2.2 10 ** ** ** ** ** ** ** 2   20   18 1027.1 *****  972.7  23 ***  0.00 ***** *****  0.00 ** 
066700 99999 201701231820 990   3 ***   6 *** * * *  2.2 10 ** ** ** ** ** ** ** *   21   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231850 320   3 ***   6 *** * * *  1.9 10 ** ** ** ** ** ** ** *   19   19 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231900 340   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   18 1027.3 *****  972.9 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701231920 990   5 ***   5 *** * * *  1.9 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701231950 990   2 ***   5 *** * * *  1.9 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701232000 020   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   20   18 1027.5 *****  973.0 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701232020 990   5 ***   5 *** * * *  2.0 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701232050 990   2 ***   4 *** * * *  2.1 10 ** ** ** ** ** ** ** *   18   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701232100 040   2 ***   4 OVC * * *  2.1 10 ** ** ** ** ** ** ** 2   19   17 1027.4 *****  972.9 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701232120 010   3 ***   4 *** * * *  2.2 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701232150 990   2 ***   5 *** * * *  2.2 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701232200 010   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   19   17 1027.3 *****  972.8 *** ***  0.00 ***** ***** ***** ** 
066700 99999 201701232220 990   2 ***   5 *** * * *  1.9 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
066700 99999 201701232250 310   3 ***   5 *** * * *  1.9 10 ** ** ** ** ** ** ** *   19   18 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
