ID	Mission	nPoints	Engine	Fuel	Sulfur	Aromatics	Naph	Hydrogen	TempC	ColdEIn	HotEIn	VolEIn	mBC	ColdV	HotV	VolV	Org_Fract	SO4_Fract	mOrg	mSO4	ColdGMD	ColdVMD	HotGMD	HotVMD	Engine2	Engine3	N1	N2	EGT	FF	
11	APEX	265	3	Sulfur	1595	17.3	1.31	13.67	33.0	5.02E+16	3.91E+15	4.63E+16	10.88	171.20	44.57	126.64	NA	NA	NA	NA	16.7	23.7	12.4	23.1	0	1	21	60	813	0.096	
12	APEX	260	3	Sulfur	1595	17.3	1.31	13.67	33.0	6.21E+16	3.78E+15	5.83E+16	8.42	177.57	46.94	130.63	0.685	0.315	107.3041827	49.44662885	16.8	22.6	12.5	24.7	0	1	22	62	795	0.097	
13	APEX	249	3	Sulfur	1595	17.3	1.31	13.67	25.0	6.09E+16	5.07E+15	5.59E+16	-0.96	163.65	35.03	128.62	NA	NA	NA	NA	16.5	22.1	11.5	19.1	0	1	22	60	785	0.097	
14	APEX	283	3	Sulfur	1595	17.3	1.31	13.67	26.0	5.93E+16	4.53E+15	5.48E+16	11.73	156.08	36.84	119.25	0.771	0.229	110.2642242	32.83120741	16.2	22.1	11.5	19.9	0	1	22	60	782	0.097	
15	APEX	222	3	Aromatic	530	21.8	1.34	13.7	29.0	3.68E+16	2.76E+15	3.41E+16	11.46	95.86	36.01	59.85	0.824	0.176	59.20947999	12.60989851	14.1	22.2	11.3	26.7	0	1	21	58	808	0.095	
16	APEX	339	3	Aromatic	530	21.8	1.34	13.7	29.0	3.44E+16	1.45E+15	3.29E+16	9.20	71.74	23.90	47.85	0.787	0.213	45.1754704	12.23932407	13.2	20.3	10.5	26.7	0	1	22	61	781	0.096	
17	APEX	267	3	Aromatic	530	21.8	1.34	13.7	22.0	5.77E+16	4.80E+15	5.29E+16	21.14	265.17	57.97	207.21	0.962	0.038	239.164088	9.482227289	18.1	25.6	11.9	28.5	0	1	22	60	765	0.094	
18	APEX	270	3	Aromatic	530	21.8	1.34	13.7	19.0	5.88E+16	4.48E+15	5.43E+16	12.11	198.41	36.19	162.21	0.937	0.063	182.480557	12.17699873	16.9	23.4	11.5	22.6	0	1	21	60	781	0.096	
19	APEX	165	3	JP-8	383	17.6	0.93	13.69	NA	NA	NA	NA	11.47	160.34	NA	NA	NA	NA	NA	NA	16.6	29.3	NA	NA	0	1	NA	NA	NA	NA	
20	APEX	131	3	JP-8	383	17.6	0.93	13.69	NA	NA	NA	NA	41.90	374.67	NA	NA	0.929	0.071	NA	NA	19.3	32.0	NA	NA	0	1	NA	NA	NA	NA	
21	AAFEX-I	120	2	JP-8	1148	18.6	1.6	13.6	1.3	3.99E+16	2.65E+15	3.72E+16	40.07	401.46	25.83	375.63	NA	NA	NA	NA	21.6	31.2	12.9	34.8	1	0	NA	NA	NA	0.124	
22	AAFEX-I	140	3	JP-8	1148	18.6	1.6	13.6	1.6	4.48E+16	3.57E+15	4.12E+16	77.57	428.99	36.91	392.08	NA	NA	NA	NA	21.2	31.9	13.5	38.9	0	1	21	58	728	0.152	
23	AAFEX-I	200	2	JP-8	1148	18.6	1.6	13.6	1.9	4.11E+16	2.27E+15	3.89E+16	23.83	265.80	18.22	247.58	NA	NA	NA	NA	19.3	27.9	12.6	33.3	1	0	NA	NA	NA	0.124	
24	AAFEX-I	180	3	JP-8	1148	18.6	1.6	13.6	2.1	5.01E+16	2.32E+15	4.78E+16	23.80	309.06	18.22	290.84	NA	NA	NA	NA	19.2	27.7	12.6	34.0	0	1	21	58	728	0.152	
25	AAFEX-I	1360	2	JP-8	1148	18.6	1.6	13.6	3.4	3.97E+16	2.10E+15	3.76E+16	20.55	254.52	20.17	234.35	NA	NA	NA	NA	19.1	27.1	12.1	32.0	1	0	NA	NA	NA	0.124	
26	AAFEX-I	240	3	JP-8	1148	18.6	1.6	13.6	4.9	8.32E+15	6.58E+15	1.74E+15	85.79	NA	82.34	NA	NA	NA	NA	NA	20.0	32.6	11.9	28.3	0	1	21	58	728	0.152	
27	AAFEX-I	306	3	JP-8	1148	18.6	1.6	13.6	6.2	5.03E+16	2.10E+15	4.82E+16	19.91	259.72	15.91	243.81	NA	NA	NA	NA	17.7	24.3	11.7	27.3	0	1	21	58	711	0.137	
28	AAFEX-I	150	2	JP-8	1148	18.6	1.6	13.6	6.4	4.03E+16	2.11E+15	3.82E+16	18.66	235.96	16.96	219.00	NA	NA	NA	NA	18.5	25.4	11.8	26.7	1	0	NA	NA	NA	0.124	
29	AAFEX-I	113	3	JP-8	1148	18.6	1.6	13.6	7.3	2.66E+16	2.44E+15	2.42E+16	24.80	211.99	43.50	168.49	NA	NA	NA	NA	21.1	42.1	12.5	79.8	0	1	59	58	730	0.138	
30	AAFEX-I	134	2	JP-8	1148	18.6	1.6	13.6	6.4	4.12E+16	2.74E+15	3.85E+16	21.24	201.73	43.16	158.57	NA	NA	NA	NA	19.9	31.2	12.0	74.9	1	0	NA	NA	NA	0.111	
31	AAFEX-I	720	2	JP-8	1148	18.6	1.6	13.6	8.8	3.94E+16	3.47E+15	3.59E+16	45.80	310.47	37.91	272.56	NA	NA	NA	NA	20.0	31.5	12.9	39.4	1	0	NA	NA	NA	0.124	
32	AAFEX-I	135	3	JP-8	1148	18.6	1.6	13.6	8.8	9.57E+15	2.52E+15	7.05E+15	31.31	NA	94.02	NA	NA	NA	NA	NA	17.1	23.5	12.1	25.4	0	1	21	58	750	0.138	
33	AAFEX-I	120	3	JP-8	1148	18.6	1.6	13.6	10.2	6.92E+16	3.11E+15	6.61E+16	16.79	226.01	26.19	199.82	NA	NA	NA	NA	16.0	22.9	12.0	30.5	0	1	21	58	732	0.151	
34	AAFEX-I	181	2	JP-8	1148	18.6	1.6	13.6	-3.3	4.79E+16	3.29E+15	4.46E+16	33.72	424.54	32.69	391.85	0.996	0.004	468.572236	1.652804034	21.6	30.5	12.6	34.5	1	0	NA	NA	NA	0.112	
35	AAFEX-I	118	3	JP-8	1148	18.6	1.6	13.6	-2.9	6.41E+16	3.19E+15	6.09E+16	33.67	396.93	39.45	357.48	NA	NA	NA	NA	20.1	28.9	12.1	33.4	0	1	22	58	720	0.140	
36	AAFEX-I	127	3	JP-8	1148	18.6	1.6	13.6	3.9	1.18E+16	7.31E+15	4.49E+15	41.45	63.55	51.34	12.21	NA	NA	NA	NA	12.8	29.2	13.7	38.7	0	1	21	58	720	0.138	
37	AAFEX-I	163	3	JP-8	1148	18.6	1.6	13.6	4.0	5.38E+16	NA	NA	25.79	346.42	290.80	55.62	0.990	0.010	66.06306968	0.678530317	19.1	26.9	19.8	28.7	0	1	21	58	720	0.138	
38	AAFEX-I	150	2	JP-8	1148	18.6	1.6	13.6	11.4	3.71E+16	9.62E+15	2.74E+16	28.60	272.24	241.72	30.53	NA	NA	NA	NA	19.8	29.6	20.2	31.0	1	0	NA	NA	NA	0.123	
39	AAFEX-I	189	3	FT1	19	0	0	15.5	11.6	5.47E+16	NA	NA	35.68	360.02	239.65	120.37	NA	NA	NA	NA	18.8	28.9	20.2	34.8	0	1	21	58	750	0.137	
40	AAFEX-I	169	2	JP-8	1148	18.6	1.6	13.6	11.9	1.29E+16	2.64E+15	1.03E+16	16.05	177.87	31.30	146.57	0.979	0.021	172.2297908	3.653609209	17.9	26.0	12.1	35.5	1	0	NA	NA	NA	0.123	
41	AAFEX-I	180	3	FT1	19	0	0	15.5	12.4	6.13E+15	1.81E+14	5.95E+15	3.06	20.63	4.42	16.21	0.960	0.040	18.67176452	0.780199483	11.2	38.1	18.3	62.8	0	1	21	58	750	0.137	
42	AAFEX-I	170	3	FT1	19	0	0	15.5	14.9	5.49E+15	1.59E+13	5.48E+15	9.32	4.70	0.48	4.23	NA	NA	NA	NA	10.5	22.7	18.6	82.5	0	1	21	58	751	0.137	
43	AAFEX-I	180	3	FT1	19	0	0	15.5	15.0	3.12E+13	8.79E+12	2.25E+13	9.76	0.43	2.93	-2.50	NA	NA	NA	NA	11.7	57.2	18.1	96.4	0	1	21	58	751	0.137	
44	AAFEX-I	148	3	JP-8	1148	18.6	1.6	13.6	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.7	21.8	15.2	27.1	0	1	21	58	720	0.138	
45	AAFEX-I	160	3	FT1	19	0	0	15.5	-0.6	2.17E+16	3.59E+14	2.14E+16	22.83	9.85	0.44	9.41	NA	NA	NA	NA	13.7	16.2	11.6	13.5	0	1	21	56	724	0.140	
46	AAFEX-I	180	2	JP-8	1148	18.6	1.6	13.6	-0.7	2.86E+16	3.16E+15	2.55E+16	32.11	40.15	9.77	30.39	0.992	0.008	36.18269269	0.282019308	15.3	16.8	11.4	13.2	1	0	NA	NA	NA	0.112	
47	AAFEX-I	200	3	FT1	19	0	0	15.5	-0.8	4.87E+15	2.42E+13	4.85E+15	5.96	2.22	0.07	2.15	0.893	0.107	2.308959812	0.276578668	10.3	10.8	11.5	13.7	0	1	21	56	724	0.140	
48	AAFEX-I	110	3	FT1	19	0	0	15.5	5.2	7.02E+15	2.59E+13	6.99E+15	6.24	5.79	0.03	5.76	0.999	0.001	6.90335803	0.00713933	10.7	11.6	12.2	14.4	0	1	21	58	720	0.137	
49	AAFEX-I	150	2	JP-8	1148	18.6	1.6	13.6	1.7	4.38E+16	3.01E+15	4.08E+16	23.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	0.125	
50	AAFEX-I	160	3	BlendFT1	699	8	0.8	14.5	0.0	3.95E+16	9.52E+14	3.85E+16	6.57	100.41	2.96	97.45	NA	NA	NA	NA	14.8	19.1	11.1	18.1	0	1	20	58	733	0.139	
51	AAFEX-I	170	3	BlendFT1	699	8	0.8	14.5	9.3	4.73E+16	1.20E+15	4.61E+16	4.75	87.55	1.82	85.72	NA	NA	NA	NA	13.9	17.4	11.6	19.4	0	1	20	58	729	0.137	
52	AAFEX-I	210	2	JP-8	1148	18.6	1.6	13.6	13.7	3.20E+16	1.87E+15	3.01E+16	16.43	156.69	13.75	142.94	NA	NA	NA	NA	12.4	18.3	12.2	24.6	1	0	NA	NA	NA	0.122	
53	AAFEX-I	170	3	FT2	22	0.6	0	15.1	14.2	8.45E+15	7.05E+13	8.38E+15	3.79	4.81	0.30	4.51	NA	NA	NA	NA	10.7	12.8	14.4	34.2	0	1	21	58	752	0.136	
54	AAFEX-I	160	2	JP-8	1148	18.6	1.6	13.6	-2.5	1.28E+17	1.34E+16	1.15E+17	149.12	1401.57	112.60	1288.97	NA	NA	NA	NA	19.7	28.2	12.5	31.7	1	0	NA	NA	NA	NA	
55	AAFEX-I	150	3	FT2	22	0.6	0	15.1	-2.3	4.71E+15	2.03E+14	4.51E+15	4.12	64.87	5.00	59.87	0.942	0.058	67.64504494	4.199747064	17.0	27.9	12.5	33.2	0	1	20	58	758	0.136	
56	AAFEX-I	160	2	JP-8	1148	18.6	1.6	13.6	9.2	3.89E+16	2.48E+15	3.64E+16	19.07	215.02	18.19	196.82	0.998	0.002	235.6700859	0.515234111	18.2	25.5	12.2	28.9	1	0	NA	NA	NA	0.344	
57	AAFEX-I	130	3	BlendFT2	658	9.1	0.8	14.3	9.3	3.37E+16	9.99E+14	3.27E+16	8.40	95.85	4.15	91.70	0.857	0.143	94.27217492	15.77054908	14.3	19.3	11.7	31.0	0	1	53	82	762	0.358	
58	AAFEX-I	170	3	BlendFT2	658	9.1	0.8	14.3	14.1	2.92E+16	9.28E+14	2.83E+16	6.39	71.79	3.00	68.79	NA	NA	NA	NA	13.7	17.9	11.9	31.3	0	1	25	64	716	0.151	
59	AAFEX-I	110	2	JP-8	1148	18.6	1.6	13.6	14.6	3.35E+16	2.30E+15	3.12E+16	17.93	183.75	21.07	162.68	NA	NA	NA	NA	17.2	24.8	12.2	29.4	1	0	NA	NA	NA	0.138	
60	AAFEX-I	300	2	JP-8	1148	18.6	1.6	13.6	17.7	1.33E+16	3.88E+14	1.30E+16	9.43	51.49	8.95	42.53	NA	NA	NA	NA	12.2	20.6	17.5	58.4	1	0	NA	NA	NA	0.116	
61	AAFEX-I	204	2	JP-8	1148	18.6	1.6	13.6	17.8	3.24E+16	2.27E+15	3.01E+16	16.52	148.57	19.15	129.43	NA	NA	NA	NA	16.0	24.1	12.3	34.9	1	0	NA	NA	NA	0.116	
62	AAFEX-I	190	3	JP-8	1148	18.6	1.6	13.6	17.7	5.29E+16	2.34E+15	5.06E+16	14.63	167.25	15.54	151.70	NA	NA	NA	NA	15.4	22.0	11.9	35.9	0	1	20	58	761	0.136	
63	AAFEX-I	105	3	JP-8	1148	18.6	1.6	13.6	19.4	4.52E+16	2.53E+15	4.27E+16	28.73	203.52	16.13	187.40	NA	NA	NA	NA	15.9	22.2	11.8	28.4	0	1	20	58	748	0.136	
64	AAFEX-I	180	2	JP-8	1148	18.6	1.6	13.6	19.3	3.11E+16	2.24E+15	2.89E+16	21.52	150.27	19.83	130.43	NA	NA	NA	NA	16.4	24.0	12.1	31.6	1	0	NA	NA	NA	0.109	
65	AAFEX-I	150	2	JP-8	1148	18.6	1.6	13.6	20.0	2.93E+16	2.01E+15	2.73E+16	14.46	139.07	18.69	120.38	NA	NA	NA	NA	16.1	23.7	12.1	33.9	1	0	NA	NA	NA	0.123	
66	AAFEX-I	185	3	JP-8	1148	18.6	1.6	13.6	20.0	4.28E+16	2.53E+15	4.03E+16	13.11	178.66	17.08	161.59	NA	NA	NA	NA	15.6	21.9	11.9	29.4	0	1	20	58	752	0.136	
67	AAFEX-II	148	3	BlendHRJ	276	10.2	0.65	14.4	23.9	1.29E+16	1.32E+16	NA	3.23	28.74	NA	NA	0.871	0.129	NA	NA	12.2466	19.7181	NA	NA	0	1	NA	NA	NA	NA	
68	AAFEX-II	90	2	JP-8	188	21.8	1.3	13.5	25.0	1.39E+16	1.78E+16	NA	3.59	30.63	NA	NA	0.891	0.109	NA	NA	12.0436	20.2841	NA	NA	1	0	NA	NA	NA	NA	
69	AAFEX-II	360	3	BlendHRJ	276	10.2	0.65	14.4	27.8	1.44E+16	1.23E+15	1.31E+16	9.29	30.30	NA	NA	0.863	0.137	NA	NA	12.2259	21.6009	NA	NA	0	1	NA	NA	NA	NA	
70	AAFEX-II	120	3	BlendHRJ	276	10.2	0.65	14.4	28.3	1.80E+16	1.63E+15	1.64E+16	8.03	48.54	NA	NA	0.862	0.138	NA	NA	13.412	22.8444	NA	NA	0	1	NA	NA	NA	NA	
71	AAFEX-II	190	3	JP-8	188	21.8	1.3	13.5	9.4	NA	1.37E+15	NA	17.49	89.17	13.26	75.91	0.893	0.107	81.33873712	9.748462876	18.4194	30.5686	14.2	37.6	0	1	NA	NA	NA	NA	
72	AAFEX-II	35	2	JP-8	188	21.8	1.3	13.5	NA	3.20E+14	2.55E+14	6.47E+13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	
73	AAFEX-II	50	3	JP-8	188	21.8	1.3	13.5	17.8	2.78E+16	1.62E+16	1.16E+16	9.72	64.14	NA	NA	0.805	0.195	NA	NA	14.0856	22.2847	NA	NA	0	1	NA	NA	NA	NA	
74	AAFEX-II	130	3	JP-8	188	21.8	1.3	13.5	17.2	2.44E+16	1.77E+15	2.26E+16	80.18	211.52	56.80	154.72	0.947	0.053	175.8181518	9.840568198	14.8247	51.3861	14.4	64.3	0	1	NA	NA	NA	NA	
75	AAFEX-II	150	2	JP-8	188	21.8	1.3	13.5	17.2	2.62E+16	1.73E+15	2.45E+16	20.51	70.47	11.02	59.46	0.759	0.241	54.15032326	17.19795674	14.6384	27.9969	13.1	35.6	1	0	NA	NA	NA	NA	
76	AAFEX-II	210	3	JP-8	188	21.8	1.3	13.5	17.2	2.48E+16	1.34E+15	2.35E+16	16.78	55.74	6.68	49.05	0.689	0.311	40.56328148	18.30127852	13.1711	26.8242	12.7	36.8	0	1	NA	NA	NA	NA	
77	AAFEX-II	165	3	HRJ	6	0.4	0	15.3	6.7	8.37E+15	3.12E+14	8.06E+15	8.58	11.87	0.85	11.02	0.674	0.326	8.914041246	4.311366354	11.674	38.3589	12.8	80.4	0	1	NA	NA	NA	NA	
78	AAFEX-II	180	2	JP-8	188	21.8	1.3	13.5	6.7	2.22E+16	1.08E+15	2.12E+16	15.96	55.29	6.77	48.52	0.738	0.262	42.98886368	15.23506432	15.6369	30.8839	13.0	44.3	1	0	NA	NA	NA	NA	
79	AAFEX-II	483	3	HRJ	6	0.4	0	15.3	11.7	6.16E+15	7.03E+13	6.09E+15	5.08	9.88	0.39	9.49	0.646	0.354	7.363845337	4.029273863	10.8801	40.1053	15.7	113.9	0	1	NA	NA	NA	NA	
80	AAFEX-II	135	3	HRJ	6	0.4	0	15.3	15.6	6.33E+15	6.13E+13	6.27E+15	2.09	9.89	0.66	9.23	0.642	0.358	7.118188729	3.963099671	10.7257	43.5506	15.4	119.2	0	1	NA	NA	NA	NA	
81	AAFEX-II	150	2	JP-8	188	21.8	1.3	13.5	16.1	1.63E+16	1.57E+15	1.48E+16	20.96	78.65	11.57	67.08	0.740	0.260	59.56019108	20.93328892	15.7989	30.4938	12.9	37.1	1	0	NA	NA	NA	NA	
82	AAFEX-II	280	3	HRJ	6	0.4	0	15.3	19.4	4.16E+15	3.36E+13	4.13E+15	5.34	2.82	0.11	2.71	NA	NA	NA	NA	10.1761	17.7152	16.3	56.0	0	1	NA	NA	NA	NA	
83	AAFEX-II	135	3	HRJ	6	0.4	0	15.3	21.7	3.69E+15	4.60E+13	3.64E+15	6.75	5.91	0.37	5.55	0.687	0.313	4.573242708	2.081849292	10.3994	48.0248	15.1	104.5	0	1	NA	NA	NA	NA	
84	AAFEX-II	125	2	JP-8	188	21.8	1.3	13.5	21.7	2.15E+16	1.37E+15	2.01E+16	14.07	56.84	9.86	46.98	0.775	0.225	43.6896051	12.6840789	14.6495	27.9311	12.9	39.2	1	0	NA	NA	NA	NA	
85	AAFEX-II	150	3	HRJ	6	0.4	0	15.3	22.8	2.48E+15	3.37E+13	2.44E+15	3.82	2.43	0.29	2.14	0.715	0.285	1.835515316	0.731095084	9.87566	78.5583	15.9	133.1	0	1	NA	NA	NA	NA	
86	AAFEX-II	160	3	FT	4	1.4	0	15	10.0	8.40E+15	1.40E+14	8.26E+15	3.00	14.38	1.21	13.17	0.727	0.273	11.4822889	4.320655101	10.9971	41.6729	14.2	136.0	0	1	NA	NA	NA	NA	
87	AAFEX-II	375	2	JP-8	188	21.8	1.3	13.5	11.1	1.56E+16	1.45E+15	1.41E+16	17.58	86.11	10.47	75.64	0.799	0.201	72.48745422	18.28318578	16.7046	31.7352	13.0	39.4	1	0	NA	NA	NA	NA	
88	AAFEX-II	140	3	FT	4	1.4	0	15	15.6	5.19E+15	4.16E+13	5.14E+15	4.21	10.08	0.83	9.25	0.697	0.303	7.733503469	3.365206531	10.4584	61.7032	16.5	134.5	0	1	NA	NA	NA	NA	
89	AAFEX-II	150	3	BlendHRJ	276	10.2	0.65	14.4	21.7	1.90E+16	7.70E+14	1.83E+16	1.92	36.49	1.65	34.84	0.701	0.299	29.31571655	12.49522345	12.3521	31.0229	11.6	75.3	0	1	NA	NA	NA	NA	
90	AAFEX-II	95	3	BlendHRJ	276	10.2	0.65	14.4	23.9	2.02E+16	1.52E+15	1.87E+16	12.05	23.96	0.86	23.10	0.741	0.259	20.54439851	7.175794694	12.7462	22.4816	10.6	34.4	0	1	NA	NA	NA	NA	
91	AAFEX-II	185	3	FTS	1083	2.1	0	15	8.3	2.14E+16	5.80E+14	2.08E+16	2.30	32.20	0.66	31.54	0.873	0.127	33.02325837	4.820913631	13.9112	22.5414	11.0	107.7	0	1	NA	NA	NA	NA	
92	AAFEX-II	120	2	JP-8	188	21.8	1.3	13.5	8.9	1.68E+16	1.69E+15	1.51E+16	18.26	83.30	11.65	71.65	0.927	0.073	79.72512873	6.252951273	17.6427	29.9215	13.3	42.4	1	0	NA	NA	NA	NA	
93	AAFEX-II	450	3	FTS	1083	2.1	0	15	18.3	1.93E+16	3.38E+14	1.89E+16	4.43	30.12	0.94	29.18	NA	NA	NA	NA	12.5883	20.9504	14.1	155.8	0	1	NA	NA	NA	NA	
94	AAFEX-II	90	3	BlendHRJ	276	10.2	0.65	14.4	NA	1.43E+16	4.04E+14	1.39E+16	3.85	25.56	2.24	23.31	NA	NA	NA	NA	12.2011	22.8904	13.1	40.7	0	1	NA	NA	NA	NA	
95	AAFEX-II	267	3	BlendHRJ	276	10.2	0.65	14.4	24.4	1.59E+16	8.57E+14	1.51E+16	4.59	25.79	1.69	24.10	NA	NA	NA	NA	12.1323	21.8796	10.9	79.2	0	1	NA	NA	NA	NA	
96	AAFEX-II	160	2	JP-8	188	21.8	1.3	13.5	26.1	2.00E+16	1.21E+15	1.88E+16	6.06	32.68	1.39	31.29	NA	NA	NA	NA	12.9236	19.9045	10.9	30.3	1	0	NA	NA	NA	NA	
97	ACCESS-I	600	2	BlendHEFA	500	8	0.9	14.4	19.0	6.81E+16	9.47E+15	5.86E+16	5.87	76.20	9.28	66.92	0.901	0.099	72.39468944	7.911242558	14.3833	18.8703	12.1997	65.7593	1	0	20	NA	737	0.085	
98	ACCESS-I	600	2	JP-8	800	16	1.4	13.9	13.4	9.01E+16	1.46E+16	7.54E+16	15.45	158.59	59.93	98.66	0.781	0.219	92.47960084	25.90891916	15.7691	22.4674	13.622	65.6735	1	0	21	NA	726	0.057	
99	ACCESS-I	1080	3	BlendHEFA	500	8	0.9	14.4	12.8	3.30E+16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.9384	25.7671	19.9787	44.787	0	1	21	NA	739	0.097	
																															
																															
																															
																															
																															
																															
