ID	Mission	nPoints	Engine	Fuel	Sulfur	Aromatics	Naph	Hydrogen	TempC	ColdEIn	HotEIn	VolEIn	mBC	ColdV	HotV	VolV	Org_Fract	SO4_Fract	mOrg	mSO4	ColdGMD	ColdVMD	HotGMD	HotVMD	Engine2	Engine3	N1	N2	EGT	FF	
15	AAFEX-I	180	2	JP-8	1148	18.6	1.6	13.6	5.8	2.0E+16	5.2E+14	1.90E+16	40.21	100.5	29.9	70.6	NA	NA	NA	NA	14.2645	36.1685	17.6936	73.5533	1	0	NA	NA	NA	0.661	
16	AAFEX-I	60	3	JP-8	1148	18.6	1.6	13.6	4.4	2.9E+16	5.1E+14	2.89E+16	30.50	105.7	43.9	61.8	NA	NA	NA	NA	16.1472	33.5573	20.0647	117.667	0	1	91.84644053	90	884	0.680	
17	AAFEX-I	120	3	JP-8	1148	18.6	1.6	13.6	4.2	4.9E+15	5.4E+14	4.34E+15	31.94	112.5	44.3	68.2	NA	NA	NA	NA	16.3894	50.0139	19.7072	101.65	0	1	91.84644053	90	884	0.680	
18	AAFEX-I	65	2	JP-8	1148	18.6	1.6	13.6	4.0	2.4E+16	7.9E+14	2.34E+16	70.47	144.0	75.2	68.9	NA	NA	NA	NA	16.6136	48.3435	23.3624	101.316	1	0	NA	NA	NA	0.666	
19	AAFEX-I	160	2	JP-8	1148	18.6	1.6	13.6	9.4	3.9E+15	7.6E+14	3.15E+15	80.62	158.7	64.6	94.0	0.848	0.152	95.6733261	17.1612339	14.9515	48.1579	23.5484	80.0756	1	0	NA	NA	NA	0.673	
20	AAFEX-I	150	3	JP-8	1148	18.6	1.6	13.6	9.5	2.4E+16	5.4E+14	2.37E+16	41.25	104.3	32.7	71.6	0.921	0.079	79.11491348	6.799566521	13.2209	34.2221	17.4763	72.7246	0	1	74.77651747	91	899	0.687	
21	AAFEX-I	150	3	JP-8	1148	18.6	1.6	13.6	9.8	2.6E+16	4.7E+14	2.53E+16	31.75	100.2	27.4	72.8	0.831	0.169	72.58551003	14.77088997	13.2707	29.3854	19.4408	71.5319	0	1	74.6741037	91	893	0.672	
22	AAFEX-I	128	2	JP-8	1148	18.6	1.6	13.6	-2.5	2.5E+16	8.6E+14	2.38E+16	76.21	174.1	69.6	104.5	0.921	0.079	115.5675672	9.878152772	15.2377	41.1721	21.557	76.0312	1	0	NA	NA	NA	0.668	
23	AAFEX-I	132	3	JP-8	1148	18.6	1.6	13.6	-2.8	3.2E+16	6.3E+14	3.16E+16	39.72	127.8	43.4	84.3	0.921	0.079	93.23026418	7.965855816	13.9129	32.1397	20.5146	72.3326	0	1	75.80100199	89	873	0.696	
24	AAFEX-I	214	3	JP-8	1148	18.6	1.6	13.6	1.9	2.9E+16	7.4E+15	2.21E+16	37.61	115.6	99.2	16.4	0.962	0.038	18.96105139	0.755668607	13.5257	31.2828	13.7622	36.6948	0	1	75.33498804	89	866	0.691	
25	AAFEX-I	210	2	JP-8	1148	18.6	1.6	13.6	13.9	1.9E+16	6.6E+14	1.86E+16	68.70	133.0	62.0	70.9	0.870	0.130	74.09196689	11.04227311	14.5214	44.5686	24.5218	72.4411	1	0	NA	NA	NA	0.656	
26	AAFEX-I	195	3	FT1	19	0	0	15.5	14.0	2.0E+14	5.9E+13	1.42E+14	3.65	2.1	12.5	NA	0.965	0.035	NA	NA	18.811	53.7455	22.8825	71.8749	0	1	73.99639086	91	900	0.656	
27	AAFEX-I	180	3	FT1	19	0	0	15.5	15.0	1.5E+14	4.7E+13	1.01E+14	4.22	1.7	0.8	0.9	0.441	0.559	0.495925319	0.628127881	19.7726	60.1485	20.1354	50.5434	0	1	74.01866042	91	887	0.656	
28	AAFEX-I	140	2	JP-8	1148	18.6	1.6	13.6	0.9	2.4E+16	8.1E+14	2.37E+16	73.07	157.8	59.3	98.5	0.839	0.161	99.0909855	19.0702545	14.9671	39.779	22.0248	69.1187	1	0	NA	NA	NA	0.695	
29	AAFEX-I	140	3	FT1	19	0	0	15.5	0.9	7.3E+14	7.5E+13	6.58E+14	3.71	11.5	3.3	8.1	0.778	0.222	7.603196683	2.173827317	15.307	42.1259	19.025	60.0877	0	1	76.08595782	89	883	0.695	
30	AAFEX-I	170	3	FT1	19	0	0	15.5	3.0	5.8E+14	6.0E+13	5.20E+14	3.09	2.8	1.2	1.5	0.655	0.345	1.191614402	0.628113598	19.1067	64.1592	19.7788	55.7948	0	1	75.17075668	90	867	0.663	
31	AAFEX-I	180	2	JP-8	1148	18.6	1.6	13.6	3.0	8.2E+15	7.9E+14	7.36E+15	71.87	146.4	50.3	96.0	NA	NA	NA	NA	15.4652	41.3253	19.0851	68.4957	1	0	NA	NA	NA	0.675	
32	AAFEX-I	160	3	BlendFT1	699	8	0.8	14.5	2.9	1.4E+16	3.0E+14	1.41E+16	13.45	59.0	15.9	43.0	NA	NA	NA	NA	12.6136	28.9761	16.9833	64.3724	0	1	75.26880342	90	890	0.689	
33	AAFEX-I	280	3	BlendFT1	699	8	0.8	14.5	8.6	1.5E+16	2.6E+14	1.46E+16	10.95	36.8	9.4	27.4	NA	NA	NA	NA	12.0331	22.8385	16.4262	59.9057	0	1	74.85149041	90	875	0.658	
34	AAFEX-I	190	2	JP-8	1148	18.6	1.6	13.6	16.7	1.7E+16	6.2E+14	1.59E+16	56.79	111.8	46.3	65.5	0.811	0.189	63.7070016	14.8431984	14.3787	41.3602	23.4518	70.162	1	0	NA	NA	NA	0.651	
35	AAFEX-I	160	3	FT2	22	0.6	0	15.1	16.9	2.5E+14	1.2E+14	1.34E+14	5.05	12.9	6.3	6.6	0.432	0.568	3.438453051	4.514978949	14.9092	43.2862	22.9536	64.3854	0	1	74.13061735	92	905	0.651	
36	AAFEX-I	130	3	FT2	22	0.6	0	15.1	18.0	2.3E+14	1.1E+14	1.16E+14	4.63	6.7	3.6	3.0	0.254	0.746	0.925595315	2.716872685	23.3423	53.3632	24.6699	56.7014	0	1	73.51096681	92	912	0.651	
37	AAFEX-I	160	2	JP-8	1148	18.6	1.6	13.6	-1.3	2.2E+16	7.7E+14	2.14E+16	62.06	142.7	42.4	100.3	0.949	0.051	114.2578279	6.107092057	14.9598	37.7418	21.8264	66.0593	1	0	NA	NA	NA	0.672	
38	AAFEX-I	220	3	FT2	22	0.6	0	15.1	-1.7	6.5E+14	1.1E+14	5.42E+14	4.02	4.2	1.8	2.4	1.000	0.000	2.856096	0	15.5964	42.3824	20.117	58.3676	0	1	75.68508547	89	873	0.672	
39	AAFEX-I	150	2	JP-8	1148	18.6	1.6	13.6	10.2	2.0E+16	6.9E+14	1.96E+16	NA	125.6	44.7	80.9	0.886	0.114	85.95093899	11.08118101	14.2651	40.0145	19.6533	68.4891	1	0	NA	NA	NA	0.110	
40	AAFEX-I	170	3	BlendFT2	658	9.1	0.8	14.3	10.4	1.1E+16	2.7E+14	1.04E+16	10.35	44.6	12.6	32.0	0.906	0.094	34.76069141	3.62142859	12.0404	26.655	16.0595	60.8879	0	1	25.54096141	65	701	0.137	
41	AAFEX-I	270	3	BlendFT2	658	9.1	0.8	14.3	12.5	9.9E+15	2.4E+14	9.66E+15	10.06	30.2	8.5	21.7	NA	NA	NA	NA	11.615	24.7626	16.1921	59.0449	0	1	37.13219528	76	701	0.220	
42	AAFEX-I	202	3	JP-8	1148	18.6	1.6	13.6	20.0	1.9E+16	4.3E+14	1.84E+16	22.51	64.7	22.9	41.8	NA	NA	NA	NA	12.2953	30.5502	19.1793	69.9552	0	1	73.39128407	91	904	0.654	
43	AAFEX-II	100	3	JP-8	188	21.8	1.3	13.5	13.3	3.72E+15	4.00E+14	3.32E+15	24.98	34.8	14.5	20.3	0.822	0.178	20.07363467	4.340245333	13.7819	42.4383	18.1141	62.1513	0	1	NA	NA	NA	NA	
44	AAFEX-II	130	2	JP-8	188	21.8	1.3	13.5	13.9	2.84E+15	4.93E+14	2.35E+15	45.80	44.4	26.1	18.3	0.844	0.156	18.52389148	3.417028525	13.5155	62.5237	27.2333	67.9072	1	0	NA	NA	NA	NA	
45	AAFEX-II	145	3	JP-8	188	21.8	1.3	13.5	17.2	1.32E+15	3.20E+14	1.00E+15	20.98	17.4	10.7	6.8	0.803	0.197	6.5455	1.6055	15.6583	59.0111	24.0898	60.9655	0	1	NA	NA	NA	NA	
46	AAFEX-II	145	3	JP-8	188	21.8	1.3	13.5	17.2	2.18E+15	3.60E+14	1.82E+15	24.35	27.0	13.5	13.5	0.741	0.259	12.02719347	4.192966531	12.4283	60.036	25.0116	62.6601	0	1	NA	NA	NA	NA	
47	AAFEX-II	145	2	JP-8	188	21.8	1.3	13.5	17.2	2.31E+15	4.79E+14	1.83E+15	47.48	47.1	24.3	22.8	0.778	0.222	21.30960987	6.063710127	13.8447	66.093	27.1362	70.6081	1	0	NA	NA	NA	NA	
48	AAFEX-II	160	3	JP-8	188	21.8	1.3	13.5	16.7	1.63E+15	3.20E+14	1.31E+15	19.75	18.1	10.3	7.8	0.737	0.263	6.913818947	2.469221053	15.5011	62.761	24.514	60.2619	0	1	NA	NA	NA	NA	
49	AAFEX-II	200	3	HRJ	6	0.4	0	15.3	8.9	1.21E+15	7.93E+13	1.14E+15	3.18	4.5	1.6	2.9	0.719	0.281	2.461786737	0.960697263	10.8528	61.8235	19.7902	82.9571	0	1	NA	NA	NA	NA	
50	AAFEX-II	140	2	JP-8	188	21.8	1.3	13.5	8.9	4.92E+15	4.98E+14	4.43E+15	44.05	50.6	19.4	31.1	0.753	0.247	28.15545974	9.22334026	13.1416	46.9353	19.605	65.4155	1	0	NA	NA	NA	NA	
51	AAFEX-II	135	3	HRJ	6	0.4	0	15.3	11.1	7.69E+14	1.03E+14	6.65E+14	4.61	4.0	1.3	2.7	0.733	0.267	2.3886192	0.8685888	14.7449	71.9498	19.9775	57.0264	0	1	NA	NA	NA	NA	
52	AAFEX-II	130	3	HRJ	6	0.4	0	15.3	16.7	6.81E+14	6.84E+13	6.12E+14	2.49	2.9	0.9	2.0	0.681	0.319	1.616247443	0.756541357	13.8203	90.7575	19.6631	60.8392	0	1	NA	NA	NA	NA	
53	AAFEX-II	120	2	JP-8	188	21.8	1.3	13.5	17.2	3.71E+15	5.02E+14	3.21E+15	40.88	NA	36.4	NA	0.735	0.265	NA	NA	NA	NA	30.7288	69.8449	1	0	NA	NA	NA	NA	
54	AAFEX-II	100	3	HRJ	6	0.4	0	15.3	18.9	1.81E+14	6.63E+13	1.14E+14	2.64	3.0	1.1	1.9	0.741	0.259	1.678806	0.58563	18.9794	106.864	20.0717	61.8807	0	1	NA	NA	NA	NA	
55	AAFEX-II	150	3	HRJ	6	0.4	0	15.3	22.8	1.51E+14	6.13E+13	8.98E+13	2.07	2.1	0.8	1.3	0.752	0.248	1.145864697	0.377614503	18.837	83.5656	19.9375	54.0536	0	1	NA	NA	NA	NA	
56	AAFEX-II	130	2	JP-8	188	21.8	1.3	13.5	22.8	1.89E+15	4.37E+14	1.45E+15	35.65	36.2	20.1	16.1	0.764	0.236	14.71195865	4.556801351	14.6736	67.0527	26.5209	68.2881	1	0	NA	NA	NA	NA	
57	AAFEX-II	120	3	HRJ	6	0.4	0	15.3	23.3	1.53E+14	6.94E+13	8.37E+13	3.67	2.1	0.9	1.2	0.730	0.270	1.05212418	0.38914182	19.4783	75.274	20.0719	52.0361	0	1	NA	NA	NA	NA	
58	AAFEX-II	135	3	FT	4	1.4	0	15	12.2	4.38E+14	1.16E+14	3.23E+14	6.40	5.5	2.0	3.5	0.744	0.256	3.107446429	1.068961571	17.5342	99.7391	20.2466	67.8189	0	1	NA	NA	NA	NA	
59	AAFEX-II	145	2	JP-8	188	21.8	1.3	13.5	12.8	4.20E+15	5.35E+14	3.66E+15	54.19	54.0	23.6	30.4	0.764	0.236	27.89716154	8.597238462	13.1212	64.3163	26.1567	69.1936	1	0	NA	NA	NA	NA	
60	AAFEX-II	155	3	FT	4	1.4	0	15	13.9	1.65E+14	8.16E+13	8.35E+13	5.34	5.0	3.0	2.0	0.705	0.295	1.669907792	0.698076208	19.6531	121.611	23.8334	63.7012	0	1	NA	NA	NA	NA	
61	AAFEX-II	125	3	BlendHRJ	276	10.2	0.65	14.4	23.3	2.77E+15	2.55E+14	2.51E+15	11.23	17.7	5.9	11.8	0.766	0.234	10.83924766	3.31199234	11.0704	53.0093	22.0644	59.0353	0	1	NA	NA	NA	NA	
62	AAFEX-II	115	3	FTS	1083	2.1	0	15	12.2	1.29E+16	1.47E+14	1.28E+16	6.75	57.5	1.9	55.5	0.716	0.284	47.73804111	18.90615489	15.5396	22.348	17.7792	70.7446	0	1	NA	NA	NA	NA	
63	AAFEX-II	115	2	JP-8	188	21.8	1.3	13.5	12.2	3.82E+15	5.16E+14	3.30E+15	42.40	46.8	22.1	24.8	0.878	0.122	26.10396878	3.62555122	13.6155	61.8719	25.8296	67.4359	1	0	NA	NA	NA	NA	
64	AAFEX-II	145	3	FTS	1083	2.1	0	15	16.1	1.24E+16	1.07E+14	1.23E+16	6.18	88.5	2.4	86.2	0.745	0.255	77.0428353	26.3750247	15.6196	21.5721	18.0102	97.9213	0	1	NA	NA	NA	NA	
65	AAFEX-II	140	3	BlendHRJ	276	10.2	0.65	14.4	27.8	2.96E+15	2.18E+14	2.74E+15	9.50	13.6	4.3	9.3	0.885	0.115	9.906022154	1.292089846	11.1512	33.5094	21.6489	53.9856	0	1	NA	NA	NA	NA	
66	AAFEX-II	110	2	JP-8	188	21.8	1.3	13.5	27.8	3.31E+15	3.02E+14	3.00E+15	19.23	21.5	9.1	12.4	0.867	0.133	12.91976675	1.973853253	11.9086	45.3826	23.7264	58.4211	1	0	NA	NA	NA	NA	
67	AAFEX-II	110	3	JP-8	188	21.8	1.3	13.5	29.4	1.09E+15	3.33E+14	7.54E+14	19.17	27.1	NA	NA	0.891	0.109	NA	NA	13.4731	57.1242	NA	NA	0	1	NA	NA	NA	NA	
68	ACCESS-I	480	2	BlendHEFA	500	8	0.9	14.4	18	6.69E+15	4.64E+14	6.22E+15	35.60	31.26	17.97	13.3	0.781	0.219	12.45643356	3.495766436	12.8417	30.2983	19.7151	56.9149	1	0	74	NA	920	0.575	
69	ACCESS-I	420	2	JP-8	800	16	1.4	13.9	16	5.56E+15	5.34E+14	5.02E+15	65.93	55.72	42.58	13.1	0.690	0.310	10.88095011	4.88452989	13.9634	34.7608	23.2218	66.4632	1	0	74	NA	900	0.556	
70	ACCESS-I	360	3	BlendHEFA	500	8	0.9	14.4	17	4.97E+15	1.79E+15	3.18E+15	1.82	14.61	1.70	12.9	0.911	0.089	14.10691492	1.386381077	17.0095	35.3158	16.6414	94.7357	0	1	74	NA	890	0.564	
																															
																															
																															
