ID	Mission	nPoints	Engine	Fuel	Sulfur	Aromatics	Naph	Hydrogen	TempC	ColdEIn	HotEIn	VolEIn	mBC	ColdV	HotV	VolV	Org_Fract	SO4_Fract	mOrg	mSO4	ColdGMD	ColdVMD	HotGMD	HotVMD	Engine2	Engine3	N1	N2	EGT	FF	
11	AAFEX-I	120	3	JP-8	1148	18.6	1.6	13.6	6.0	1.51E+16	5.80E+14	1.46E+16	86.3	139.7	76.9	62.8	NA	NA	NA	NA	12.9073	59.9219	23.059	104.922	0	1	87.4	96	999	0.990	
12	AAFEX-I	132	3	JP-8	1148	18.6	1.6	13.6	9.9	1.74E+16	1.25E+15	1.62E+16	246.4	289.4	159.4	130.0	0.552	0.448	86.14499801	69.84420199	14.2157	76.1256	31.767	104.548	0	1	87.7	97	1052	1.043	
13	AAFEX-I	118	3	JP-8	1148	18.6	1.6	13.6	0.9	2.29E+16	5.00E+15	1.79E+16	202.3	295.4	265.1	30.3	0.703	0.297	25.53807579	10.80872421	14.7484	69.0389	14.5932	81.9149	0	1	86.5	92	996	0.996	
14	AAFEX-I	120	3	FT1	19	0	0	15.5	14.7	1.06E+15	4.47E+14	6.08E+14	49.6	45.4	31.2	14.2	0.922	0.078	15.72188421	1.333835791	28.3619	70.7402	30.0804	74.4055	0	1	87.1	95	1052	0.971	
15	AAFEX-I	120	3	FT1	19	0	0	15.5	2.1	1.32E+15	4.97E+14	8.22E+14	52.4	46.3	30.4	15.9	0.874	0.126	16.64844481	2.397355194	25.9631	67.159	28.6235	70.9165	0	1	87.5	95	1017	0.995	
16	AAFEX-I	110	3	BlendFT1	699	8	0.8	14.5	7.4	1.03E+16	8.71E+14	9.44E+15	115.4	160.3	82.2	78.2	NA	NA	NA	NA	13.6272	64.4197	29.0954	84.3978	0	1	88.4	93	1040	1.030	
17	AAFEX-I	120	3	FT2	22	0.6	0	15.1	17.8	1.32E+15	5.84E+14	7.38E+14	81.0	66.5	38.5	27.9	0.868	0.132	29.10879919	4.415000813	30.3006	72.7769	32.0414	78.4428	0	1	87.5	96	1076	1.059	
18	AAFEX-I	110	3	BlendFT2	658	9.1	0.8	14.3	11.8	6.76E+15	7.83E+14	5.98E+15	106.2	114.5	70.7	43.8	NA	NA	NA	NA	12.781	63.9428	28.553	83.1566	0	1	62.9	86	802	0.465	
19	AAFEX-I	180	3	JP-8	1148	18.6	1.6	13.6	19.5	6.37E+15	8.88E+14	5.49E+15	151.8	167.0	109.6	57.4	NA	NA	NA	NA	13.4873	75.7251	26.8978	98.4278	0	1	87.4	98	1052	1.008	
20	AAFEX-II	58	3	JP-8	188	21.8	1.3	13.5	17.2	1.79E+15	7.70E+14	1.02E+15	159.4	131.3	89.7	41.7	0.835	0.165	41.76924988	8.236190118	29.6976	88.8618	34.2551	90.8637	0	1	NA	NA	NA	NA	
21	AAFEX-II	120	3	JP-8	188	21.8	1.3	13.5	17.8	1.70E+15	6.43E+14	1.06E+15	136.0	103.8	64.3	39.4	0.781	0.219	36.96709685	10.37206315	29.0035	86.8968	33.3577	88.2432	0	1	NA	NA	NA	NA	
22	AAFEX-II	120	3	HRJ	6	0.4	0	15.3	10.0	8.39E+14	2.71E+14	5.68E+14	25.5	14.9	11.9	3.0	0.800	0.200	2.902752	0.725688	24.3645	68.7994	26.1162	80.1745	0	1	NA	NA	NA	NA	
23	AAFEX-II	130	3	HRJ	6	0.4	0	15.3	17.2	1.01E+15	3.54E+14	6.54E+14	40.8	28.4	19.8	8.7	0.764	0.236	7.928856378	2.452223622	27.4178	71.7706	29.5664	73.2833	0	1	NA	NA	NA	NA	
24	AAFEX-II	115	3	HRJ	6	0.4	0	15.3	23.9	7.27E+14	3.24E+14	4.04E+14	38.2	27.4	18.8	8.6	0.827	0.173	8.48949	1.77687	27.6483	72.074	29.222	73.3183	0	1	NA	NA	NA	NA	
25	AAFEX-II	135	3	FT	4	1.4	0	15	13.3	6.60E+14	3.14E+14	3.46E+14	32.7	21.8	13.5	8.3	0.779	0.221	7.750334897	2.194785103	25.6179	70.7975	26.9369	65.7903	0	1	NA	NA	NA	NA	
26	AAFEX-II	120	3	FTS	1083	2.1	0	15	13.9	9.34E+15	3.32E+14	9.01E+15	27.6	67.9	12.0	55.9	0.667	0.333	44.71304	22.35652	15.1591	33.9062	24.2794	62.9737	0	1	NA	NA	NA	NA	
27	AAFEX-II	130	3	BlendHRJ	276	10.2	0.65	14.4	25.0	2.36E+15	7.08E+14	1.65E+15	116.8	98.9	49.8	49.1	NA	NA	NA	NA	14.57	75.0291	30.0971	80.183	0	1	NA	NA	NA	NA	
28	AAFEX-II	130	3	JP-8	188	21.8	1.3	13.5	30.6	1.20E+15	6.37E+14	5.58E+14	98.6	122.0	NA	NA	0.874	0.126	NA	NA	32.2006	86.0781	NA	NA	0	1	NA	NA	NA	NA	
																															
																															
																															
																															
																															
																															
																															
																															
																															
