ID	Mission	nPoints	Engine	Fuel	Sulfur	Aromatics	Naph	Hydrogen	TempC	ColdEIn	HotEIn	VolEIn	mBC	ColdV	HotV	VolV	Org_Fract	SO4_Fract	mOrg	mSO4	ColdGMD	ColdVMD	HotGMD	HotVMD	Engine2	Engine3	N1	N2	EGT	FF	
14	APEX	216	3	Sulfur	1595	17.3	1.31	13.67	24.0	3.87E+16	2.27E+14	3.84E+16	31.729	177.4	60.1	117.3	0.637	0.363	89.6463871	51.14237717	14.45236	31.60360333	20.45368	58.11722333	0	1	52.0	85	807	0.266	
15	APEX	259	3	Sulfur	1595	17.3	1.31	13.67	24.0	5.82E+16	9.14E+13	5.81E+16	4.301	136.2	12.6	123.6	0.613	0.387	90.98984617	57.38653356	14.43933	22.86870125	14.704304	58.579778	0	1	53.0	83	819	0.270	
16	AAFEX-I	140	3	JP-8	1148	18.6	1.6	13.6	5.6	2.7E+16	3.6E+14	2.65E+16	8.962	68.4	8.0	60.4	NA	NA	NA	NA	12.7571	19.855	13.153	49.4759	0	1	53	71	763	0.358	
17	AAFEX-I	140	2	JP-8	1148	18.6	1.6	13.6	5.7	2.6E+16	5.0E+14	2.54E+16	13.029	80.7	10.8	69.9	NA	NA	NA	NA	13.7169	22.2152	15.5949	54.0442	1	0	NA	NA	NA	0.344	
18	AAFEX-I	45	3	JP-8	1148	18.6	1.6	13.6	5.8	4.5E+16	5.5E+14	4.40E+16	11.631	104.4	45.8	58.6	NA	NA	NA	NA	15.3705	28.3007	15.0392	165.186	0	1	83	81	766	0.360	
19	AAFEX-I	64	2	JP-8	1148	18.6	1.6	13.6	4.8	3.0E+16	6.2E+14	2.97E+16	22.116	92.3	39.7	52.6	NA	NA	NA	NA	15.7994	32.4053	16.3575	122.118	1	0	NA	NA	NA	0.346	
20	AAFEX-I	159	2	JP-8	1148	18.6	1.6	13.6	9.2	8.1E+15	7.5E+14	7.40E+15	27.267	105.8	22.6	83.1	NA	NA	NA	NA	14.4507	27.4446	16.4515	57.1291	1	0	NA	NA	NA	0.344	
21	AAFEX-I	210	3	JP-8	1148	18.6	1.6	13.6	9.2	3.3E+16	4.7E+14	3.25E+16	12.352	75.5	13.2	62.3	NA	NA	NA	NA	12.7026	19.8366	14.1073	52.2658	0	1	53	81	769	0.357	
22	AAFEX-I	110	3	JP-8	1148	18.6	1.6	13.6	10.0	3.2E+16	4.1E+14	3.15E+16	10.889	75.4	11.0	64.5	NA	NA	NA	NA	13.1735	20.8428	15.6302	50.5555	0	1	53	81	746	0.343	
23	AAFEX-I	83	3	JP-8	1148	18.6	1.6	13.6	-4.1	4.0E+16	5.7E+14	3.94E+16	15.952	97.1	18.5	78.6	NA	NA	NA	NA	13.2823	22.1903	17.0766	57.1167	0	1	54	81	745	0.364	
24	AAFEX-I	166	2	JP-8	1148	18.6	1.6	13.6	-3.7	3.2E+16	7.7E+14	3.16E+16	27.910	124.1	29.3	94.8	NA	NA	NA	NA	14.4476	26.5723	17.4739	57.7243	1	0	NA	NA	NA	0.336	
25	AAFEX-I	184	3	JP-8	1148	18.6	1.6	13.6	3.0	3.4E+16	9.4E+15	2.46E+16	16.028	94.8	74.2	20.6	NA	NA	NA	NA	12.9905	22.1841	12.9683	25.1876	0	1	53	81	736	0.345	
26	AAFEX-I	150	2	JP-8	1148	18.6	1.6	13.6	13.5	2.7E+16	6.0E+14	2.62E+16	21.594	85.8	24.4	61.4	NA	NA	NA	NA	14.0056	27.8019	18.3978	59.9205	1	0	NA	NA	NA	0.328	
27	AAFEX-I	165	3	FT1	19	0	0	15.5	13.4	1.6E+15	2.3E+13	1.57E+15	1.988	1.9	1.0	0.8	0.946	0.054	0.953229678	0.054278322	13.2382	37.9118	15.2972	70.042	0	1	53	82	769	0.342	
28	AAFEX-I	200	3	FT1	19	0	0	15.5	15.0	8.1E+14	9.4E+12	8.05E+14	3.679	1.1	0.3	0.8	0.650	0.350	0.618941453	0.333594547	17.6534	89.474	18.6721	84.4995	0	1	53	82	749	0.328	
29	AAFEX-I	120	2	JP-8	1148	18.6	1.6	13.6	0.5	3.2E+16	6.7E+14	3.13E+16	24.493	89.4	9.0	80.4	NA	NA	NA	NA	14.0109	19.8195	16.1427	31.9145	1	0	NA	NA	NA	0.349	
30	AAFEX-I	150	3	FT1	19	0	0	15.5	0.5	1.6E+15	1.4E+13	1.54E+15	2.400	20.4	2.2	18.2	NA	NA	NA	NA	13.8372	19.8002	15.9284	31.4375	0	1	54	80	752	0.363	
31	AAFEX-I	90	3	FT1	19	0	0	15.5	4.0	1.6E+15	3.3E+13	1.57E+15	3.040	0.8	0.2	0.6	0.644	0.356	0.463769271	0.256521129	12.4598	28.4565	15.2867	30.9869	0	1	54	80	737	0.344	
32	AAFEX-I	190	2	JP-8	1148	18.6	1.6	13.6	0.7	2.8E+16	6.5E+14	2.74E+16	25.927	102.0	19.5	82.5	NA	NA	NA	NA	14.2709	25.8437	17.2302	56.6499	1	0	NA	NA	NA	0.332	
33	AAFEX-I	185	3	BlendFT1	699	8	0.8	14.5	1.1	1.7E+16	1.5E+14	1.72E+16	3.941	42.5	5.2	37.3	0.486	0.514	21.76748154	23.02237446	12.3141	17.4361	13.8719	55.8243	0	1	54	81	756	0.346	
34	AAFEX-I	180	3	BlendFT1	699	8	0.8	14.5	9.0	1.7E+16	1.3E+14	1.65E+16	3.505	33.4	4.4	29.0	0.205	0.795	7.139851663	27.67627634	11.9496	17.0083	14.2468	57.6309	0	1	53	81	750	0.356	
35	AAFEX-I	170	2	JP-8	1148	18.6	1.6	13.6	15.6	2.6E+16	5.4E+14	2.57E+16	19.938	98.8	19.4	79.4	0.728	0.272	69.29847537	25.93340463	14.1281	24.6554	18.6461	57.3535	1	0	NA	NA	NA	0.339	
36	AAFEX-I	130	3	FT2	22	0.6	0	15.1	15.6	1.6E+15	3.2E+13	1.52E+15	1.766	29.5	0.8	28.7	NA	NA	NA	NA	14.3427	25.5947	16.2474	73.7081	0	1	53	82	779	0.339	
37	AAFEX-I	110	3	FT2	22	0.6	0	15.1	17.9	8.5E+14	1.9E+13	8.27E+14	1.779	0.5	0.1	0.4	0.731	0.269	0.361652381	0.133094419	12.5916	54.7279	15.2187	38.8438	0	1	52	82	759	0.339	
38	AAFEX-I	180	2	JP-8	1148	18.6	1.6	13.6	-0.1	2.8E+16	6.3E+14	2.76E+16	21.810	84.0	14.4	69.6	0.810	0.190	67.66812258	15.86027742	13.7795	24.5236	18.2575	56.4086	1	0	NA	NA	NA	0.338	
39	AAFEX-I	140	3	FT2	22	0.6	0	15.1	0.0	1.3E+15	6.5E+13	1.26E+15	2.594	6.4	0.9	5.5	NA	NA	NA	NA	14.0886	37.8982	15.623	59.2231	0	1	54	81	758	0.352	
40	AAFEX-I	160	2	JP-8	1148	18.6	1.6	13.6	9.3	2.6E+16	5.6E+14	2.55E+16	20.332	89.7	15.5	74.2	NA	NA	NA	NA	13.7392	25.1812	14.9721	55.9218	1	0	NA	NA	NA	0.879	
41	AAFEX-I	140	3	BlendFT2	658	9.1	0.8	14.3	9.5	1.4E+16	1.6E+14	1.36E+16	3.614	45.4	7.7	37.7	NA	NA	NA	NA	12.1511	20.1228	14.4287	59.0466	0	1	83	94	975	0.879	
42	AAFEX-I	150	3	BlendFT2	658	9.1	0.8	14.3	12.9	1.4E+16	1.4E+14	1.41E+16	3.786	32.1	3.9	28.2	NA	NA	NA	NA	11.575	17.3063	13.5897	62.022	0	1	20	58	745	0.137	
43	AAFEX-I	150	3	JP-8	1148	18.6	1.6	13.6	19.9	2.6E+16	4.0E+14	2.58E+16	10.731	66.2	8.3	57.9	NA	NA	NA	NA	12.4818	18.8644	15.6742	54.4715	0	1	53	81	768	0.354	
44	AAFEX-II	200	2	JP-8	188	21.8	1.3	13.5	13.3	7.22E+15	4.35E+14	6.78E+15	14.764	25.359	8.65799	16.7	0.819	0.181	16.41306155	3.628150448	12.7167	33.2022	20.3087	54.2039	1	0	NA	NA	NA	NA	
45	AAFEX-II	150	3	JP-8	188	21.8	1.3	13.5	13.3	4.04E+15	3.38E+14	3.70E+15	9.116	12.238	4.6091	7.6	0.796	0.204	7.284369032	1.870310968	11.0619	35.304	19.0849	51.1865	0	1	NA	NA	NA	NA	
46	AAFEX-II	140	3	JP-8	188	21.8	1.3	13.5	17.2	3.04E+15	2.62E+14	2.78E+15	4.986	6.79982	2.90443	3.9	0.770	0.230	3.599877655	1.074590345	10.7904	34.293	18.4343	54.5557	0	1	NA	NA	NA	NA	
47	AAFEX-II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.0393	51.5065	15.5257	40.706	NA	NA	NA	NA	NA	NA	
48	AAFEX-II	160	3	JP-8	188	21.8	1.3	13.5	17.2	2.38E+15	2.86E+14	2.09E+15	7.509	10.8618	3.72315	7.1	0.717	0.283	6.143565455	2.422814545	11.1776	56.3926	18.8149	51.4294	0	1	NA	NA	NA	NA	
49	AAFEX-II	120	3	JP-8	188	21.8	1.3	13.5	16.7	3.96E+15	2.62E+14	3.70E+15	7.968	9.80717	2.67196	7.1	0.692	0.308	5.921909974	2.640342026	10.6053	46.7745	18.1517	46.7896	0	1	NA	NA	NA	NA	
50	AAFEX-II	155	2	JP-8	188	21.8	1.3	13.5	8.9	6.62E+15	4.46E+14	6.17E+15	18.985	25.693	8.94728	16.7	0.737	0.263	14.80105574	5.293808258	12.2194	44.8074	19.862	60.6783	1	0	NA	NA	NA	NA	
51	AAFEX-II	195	3	HRJ	6	0.4	0	15.3	8.9	1.52E+15	2.51E+13	1.49E+15	4.022	4.3584	1.57772	2.8	0.709	0.291	2.367335676	0.969480324	11.6094	131.092	20.4747	122.41	0	1	NA	NA	NA	NA	
52	AAFEX-II	260	3	HRJ	6	0.4	0	15.3	12.2	1.46E+15	1.56E+13	1.45E+15	2.708	2.40704	0.265124	2.1	0.661	0.339	1.6982334	0.8720658	10.1608	142.727	16.5279	107.857	0	1	NA	NA	NA	NA	
53	AAFEX-II	135	2	JP-8	188	21.8	1.3	13.5	16.7	5.30E+15	4.04E+14	4.89E+15	13.756	22.1947	7.50674	14.7	0.673	0.327	11.87026971	5.755282286	11.8339	45.2462	19.5654	54.5054	1	0	NA	NA	NA	NA	
54	AAFEX-II	120	3	HRJ	6	0.4	0	15.3	17.2	1.12E+15	1.90E+13	1.10E+15	5.805	1.3055	0.168981	1.1	0.672	0.328	0.916103194	0.447719606	10.709	47.1867	14.5698	48.6745	0	1	NA	NA	NA	NA	
55	AAFEX-II	145	3	HRJ	6	0.4	0	15.3	19.4	6.00E+14	1.41E+13	5.86E+14	3.342	0.819761	0.10767	0.7	0.712	0.288	0.608016162	0.246493038	10.2438	86.395	17.1851	49.0478	0	1	NA	NA	NA	NA	
56	AAFEX-II	120	2	JP-8	188	21.8	1.3	13.5	22.2	3.68E+15	4.01E+14	3.28E+15	13.755	16.8128	6.99744	9.8	0.740	0.260	8.719099013	3.059332987	11.8673	47.8816	19.8552	54.1402	1	0	NA	NA	NA	NA	
57	AAFEX-II	130	3	HRJ	6	0.4	0	15.3	22.8	2.45E+14	1.17E+13	2.34E+14	1.620	1.64387	0.102542	1.5	0.722	0.278	1.335137102	0.514456498	14.8139	143.673	17.3715	48.2806	0	1	NA	NA	NA	NA	
58	AAFEX-II	158	3	HRJ	6	0.4	0	15.3	23.3	2.59E+14	9.80E+12	2.49E+14	5.269	1.5201	0.130988	1.4	0.714	0.286	1.190667429	0.476266971	17.5028	161.548	16.3062	91.5726	0	1	NA	NA	NA	NA	
59	AAFEX-II	135	2	JP-8	188	21.8	1.3	13.5	12.2	5.49E+15	4.20E+14	5.07E+15	20.740	28.6392	8.85628	19.8	0.754	0.246	17.89320824	5.846295761	12.0005	54.1162	20.0875	66.3264	1	0	NA	NA	NA	NA	
60	AAFEX-II	195	3	FT	4	1.4	0	15	12.2	1.97E+15	2.93E+13	1.94E+15	4.550	7.53218	1.58471	5.9	0.739	0.261	5.275147304	1.861816696	10.0688	132.722	19.0307	143.624	0	1	NA	NA	NA	NA	
61	AAFEX-II	170	3	FT	4	1.4	0	15	15.0	8.19E+14	1.49E+13	8.05E+14	2.089	4.34962	0.494899	3.9	0.675	0.325	3.120930737	1.504734463	10.4795	172.719	17.9349	125.797	0	1	NA	NA	NA	NA	
62	AAFEX-II	155	2	JP-8	188	21.8	1.3	13.5	22.8	5.24E+15	4.30E+14	4.81E+15	14.435	23.1446	7.20335	15.9	0.737	0.263	14.10061082	5.028889175	11.9756	49.062	20.4771	53.0568	1	0	NA	NA	NA	NA	
63	AAFEX-II	130	3	BlendHRJ	276	10.2	0.65	14.4	22.8	4.96E+15	9.43E+13	4.87E+15	4.368	12.2765	1.27345	11.0	0.747	0.253	9.866471209	3.337188791	10.6134	46.0226	16.5774	88.3208	0	1	NA	NA	NA	NA	
64	AAFEX-II	120	3	BlendHRJ	276	10.2	0.65	14.4	23.9	3.32E+15	7.12E+13	3.25E+15	3.831	5.563	0.593916	5.0	0.731	0.269	4.359086102	1.603814698	10.3471	34.7127	16.1529	58.8577	0	1	NA	NA	NA	NA	
65	AAFEX-II	125	2	JP-8	188	21.8	1.3	13.5	23.9	6.10E+15	4.32E+14	5.66E+15	10.925	19.7951	6.33498	13.5	0.785	0.215	12.68143537	3.470708628	11.8392	32.6751	19.4752	53.0225	1	0	NA	NA	NA	NA	
66	AAFEX-II	130	2	JP-8	188	21.8	1.3	13.5	11.1	5.41E+15	4.02E+14	5.01E+15	13.926	19.2456	6.6531	12.6	0.873	0.127	13.19393284	1.917067164	12.3119	43.5037	20.1377	55.1011	1	0	NA	NA	NA	NA	
67	AAFEX-II	130	3	FTS	1083	2.1	0	15	11.7	1.44E+16	6.68E+13	1.43E+16	1.852	45.0005	0.785019	44.2	0.756	0.244	40.13405198	12.92452522	13.9167	19.8175	15.3771	120.566	0	1	NA	NA	NA	NA	
68	AAFEX-II	165	3	FTS	1083	2.1	0	15	16.1	1.68E+16	6.13E+13	1.68E+16	8.955	54.0377	1.89175	52.1	0.812	0.188	50.80357901	11.77156099	13.6162	22.599	17.6134	144.669	0	1	NA	NA	NA	NA	
69	AAFEX-II	300	2	JP-8	188	21.8	1.3	13.5	16.7	1.69E+16	1.23E+14	1.68E+16	5.365	56.653	1.50992	55.1	0.776	0.224	51.32944643	14.84224957	15.655	23.7802	15.9467	120.096	1	0	NA	NA	NA	NA	
70	AAFEX-II	140	2	JP-8	188	21.8	1.3	13.5	27.8	7.29E+15	1.43E+14	7.14E+15	5.300	13.5924	1.24033	12.4	0.862	0.138	12.772566	2.049918	11.7001	20.4667	16.1688	59.4341	1	0	NA	NA	NA	NA	
71	AAFEX-II	130	3	BlendHRJ	276	10.2	0.65	14.4	27.8	3.99E+15	8.05E+13	3.91E+15	6.506	6.44601	0.615404	5.8	0.864	0.136	6.042628036	0.954099164	10.2569	22.947	16.0715	59.5716	0	1	NA	NA	NA	NA	
72	AAFEX-II	60	2	JP-8	188	21.8	1.3	13.5	27.8	3.24E+15	1.61E+14	3.07E+15	3.007	8.46189	NA	NA	0.890	0.110	NA	NA	10.9276	32.4725	NA	NA	1	0	NA	NA	NA	NA	
73	AAFEX-II	230	3	BlendHRJ	276	10.2	0.65	14.4	28.3	2.52E+15	1.02E+14	2.42E+15	3.672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	
74	AAFEX-II	120	3	JP-8	188	21.8	1.3	13.5	29.4	1.49E+15	2.57E+14	1.24E+15	5.034	11.6042	NA	NA	0.892	0.108	NA	NA	11.4904	46.1013	NA	NA	0	1	NA	NA	NA	NA	
75	ACCESS-I	540	2	BlendHEFA	500	8	0.9	14.4	19.0	4.57E+16	NA	NA	4.990	40.8023	24.6996	16.1	0.786	0.214	15.19550563	4.127734366	12.9146	17.3053	16.6613	75.3834	1	0	52.50	NA	788	0.285	
76	ACCESS-I	600	2	JP-8	800	16	1.4	13.9	14.7	5.12E+16	3.18E+15	4.81E+16	15.410	64.6197	45.1542	19.5	0.688	0.312	16.07626886	7.282331136	13.9773	20.5662	18.5304	52.7045	1	0	52.50	NA	777	0.279	
77	ACCESS-I	540	3	BlendHEFA	500	8	0.9	14.4	15.1	1.26E+16	2.25E+15	1.03E+16	1.90185	27.5641	19.2249	8.3	0.816	0.184	8.163217222	1.843822778	17.0484	23.3292	18.2233	59.0354	0	1	53.00	NA	772	0.287	
																															
																															
																															
																															
																															
																															
