ID	Mission	nPoints	Engine	Fuel	Sulfur	Aromatics	Naph	Hydrogen	TempC	ColdEIn	HotEIn	VolEIn	mBC	ColdV	HotV	VolV	Org_Fract	SO4_Fract	mOrg	mSO4	Engine2	Engine3	N1	N2	EGT	FF	ColdGMD	ColdVMD	HotGMD	HotVMD
101	AAFEX-I	214	3	JP-8	1148	18.6	1.6	13.6	1.9	2.9E+16	7.4E+15	2.21E+16	37.61	115.6	99.2	16.4	0.962	0.038	18.96105139	0.755668607	0	1	75.33498804	89	866	0.602142365	13.5257	31.2828	13.7622	36.6948
102	AAFEX-I	210	2	JP-8	1148	18.6	1.6	13.6	13.9	1.9E+16	6.6E+14	1.86E+16	68.70	133.0	62.0	70.9	0.870	0.130	74.09196689	11.04227311	1	0	NA	NA	NA	0.602142365	14.5214	44.5686	24.5218	72.4411
103	AAFEX-I	195	3	FT1	19	0	0	15.5	14.0	2.0E+14	5.9E+13	1.42E+14	3.65	2.1	12.5	NA	0.965	0.035	NA	NA	0	1	73.99639086	91	900	0.602142365	18.811	53.7455	22.8825	71.8749
104	AAFEX-I	180	3	FT1	19	0	0	15.5	15.0	1.5E+14	4.7E+13	1.01E+14	4.22	1.7	0.8	0.9	0.441	0.559	0.495925319	0.628127881	0	1	74.01866042	91	887	0.602142365	19.7726	60.1485	20.1354	50.5434
105	AAFEX-I	140	2	JP-8	1148	18.6	1.6	13.6	0.9	2.4E+16	8.1E+14	2.37E+16	73.07	157.8	59.3	98.5	0.839	0.161	99.0909855	19.0702545	1	0	NA	NA	NA	0.602142365	14.9671	39.779	22.0248	69.1187
106	AAFEX-I	140	3	FT1	19	0	0	15.5	0.9	7.3E+14	7.5E+13	6.58E+14	3.71	11.5	3.3	8.1	0.778	0.222	7.603196683	2.173827317	0	1	76.08595782	89	883	0.602142365	15.307	42.1259	19.025	60.0877
107	AAFEX-I	170	3	FT1	19	0	0	15.5	3.0	5.8E+14	6.0E+13	5.20E+14	3.09	2.8	1.2	1.5	0.655	0.345	1.191614402	0.628113598	0	1	75.17075668	90	867	0.602142365	19.1067	64.1592	19.7788	55.7948
108	AAFEX-I	180	2	JP-8	1148	18.6	1.6	13.6	3.0	8.2E+15	7.9E+14	7.36E+15	71.87	146.4	50.3	96.0	NA	NA	NA	NA	1	0	NA	NA	NA	0.602142365	15.4652	41.3253	19.0851	68.4957
109	AAFEX-I	160	3	BlendFT1	699	8	0.8	14.5	2.9	1.4E+16	3.0E+14	1.41E+16	13.45	59.0	15.9	43.0	NA	NA	NA	NA	0	1	75.26880342	90	890	0.602142365	12.6136	28.9761	16.9833	64.3724
110	AAFEX-I	280	3	BlendFT1	699	8	0.8	14.5	8.6	1.5E+16	2.6E+14	1.46E+16	10.95	36.8	9.4	27.4	NA	NA	NA	NA	0	1	74.85149041	90	875	0.602142365	12.0331	22.8385	16.4262	59.9057
111	AAFEX-I	190	2	JP-8	1148	18.6	1.6	13.6	16.7	1.7E+16	6.2E+14	1.59E+16	56.79	111.8	46.3	65.5	0.811	0.189	63.7070016	14.8431984	1	0	NA	NA	NA	0.602142365	14.3787	41.3602	23.4518	70.162
112	AAFEX-I	160	3	FT2	22	0.6	0	15.1	16.9	2.5E+14	1.2E+14	1.34E+14	5.05	12.9	6.3	6.6	0.432	0.568	3.438453051	4.514978949	0	1	74.13061735	92	905	0.602142365	14.9092	43.2862	22.9536	64.3854
113	AAFEX-I	130	3	FT2	22	0.6	0	15.1	18.0	2.3E+14	1.1E+14	1.16E+14	4.63	6.7	3.6	3.0	0.254	0.746	0.925595315	2.716872685	0	1	73.51096681	92	912	0.602142365	23.3423	53.3632	24.6699	56.7014
114	AAFEX-I	160	2	JP-8	1148	18.6	1.6	13.6	-1.3	2.2E+16	7.7E+14	2.14E+16	62.06	142.7	42.4	100.3	0.949	0.051	114.2578279	6.107092057	1	0	NA	NA	NA	0.602142365	14.9598	37.7418	21.8264	66.0593
115	AAFEX-I	220	3	FT2	22	0.6	0	15.1	-1.7	6.5E+14	1.1E+14	5.42E+14	4.02	4.2	1.8	2.4	1.000	0.000	2.856096	0	0	1	75.68508547	89	873	0.602142365	15.5964	42.3824	20.117	58.3676
116	AAFEX-I	150	2	JP-8	1148	18.6	1.6	13.6	10.2	2.0E+16	6.9E+14	1.96E+16	NA	125.6	44.7	80.9	0.886	0.114	85.95093899	11.08118101	1	0	NA	NA	NA	0.602142365	14.2651	40.0145	19.6533	68.4891
117	AAFEX-I	170	3	BlendFT2	658	9.1	0.8	14.3	10.4	1.1E+16	2.7E+14	1.04E+16	10.35	44.6	12.6	32.0	0.906	0.094	34.76069141	3.62142859	0	1	25.54096141	65	701	0.602142365	12.0404	26.655	16.0595	60.8879
118	AAFEX-I	270	3	BlendFT2	658	9.1	0.8	14.3	12.5	9.9E+15	2.4E+14	9.66E+15	10.06	30.2	8.5	21.7	NA	NA	NA	NA	0	1	37.13219528	76	701	0.602142365	11.615	24.7626	16.1921	59.0449
119	AAFEX-I	202	3	JP-8	1148	18.6	1.6	13.6	20.0	1.9E+16	4.3E+14	1.84E+16	22.51	64.7	22.9	41.8	NA	NA	NA	NA	0	1	73.39128407	91	904	0.602142365	12.2953	30.5502	19.1793	69.9552
120	AAFEX-II	100	3	JP-8	188	21.8	1.3	13.5	13.3	3.72E+15	4.00E+14	3.32E+15	24.98	34.8	14.5	20.3	0.822	0.178	20.07363467	4.340245333	0	1	NA	NA	NA	0.602142365	13.7819	42.4383	18.1141	62.1513
121	AAFEX-II	130	2	JP-8	188	21.8	1.3	13.5	13.9	2.84E+15	4.93E+14	2.35E+15	45.80	44.4	26.1	18.3	0.844	0.156	18.52389148	3.417028525	1	0	NA	NA	NA	0.602142365	13.5155	62.5237	27.2333	67.9072
122	AAFEX-II	145	3	JP-8	188	21.8	1.3	13.5	17.2	1.32E+15	3.20E+14	1.00E+15	20.98	17.4	10.7	6.8	0.803	0.197	6.5455	1.6055	0	1	NA	NA	NA	0.602142365	15.6583	59.0111	24.0898	60.9655
123	AAFEX-II	145	3	JP-8	188	21.8	1.3	13.5	17.2	2.18E+15	3.60E+14	1.82E+15	24.35	27.0	13.5	13.5	0.741	0.259	12.02719347	4.192966531	0	1	NA	NA	NA	0.602142365	12.4283	60.036	25.0116	62.6601
124	AAFEX-II	145	2	JP-8	188	21.8	1.3	13.5	17.2	2.31E+15	4.79E+14	1.83E+15	47.48	47.1	24.3	22.8	0.778	0.222	21.30960987	6.063710127	1	0	NA	NA	NA	0.602142365	13.8447	66.093	27.1362	70.6081
125	AAFEX-II	160	3	JP-8	188	21.8	1.3	13.5	16.7	1.63E+15	3.20E+14	1.31E+15	19.75	18.1	10.3	7.8	0.737	0.263	6.913818947	2.469221053	0	1	NA	NA	NA	0.602142365	15.5011	62.761	24.514	60.2619
126	AAFEX-II	200	3	HRJ	6	0.4	0	15.3	8.9	1.21E+15	7.93E+13	1.14E+15	3.18	4.5	1.6	2.9	0.719	0.281	2.461786737	0.960697263	0	1	NA	NA	NA	0.602142365	10.8528	61.8235	19.7902	82.9571
127	AAFEX-II	140	2	JP-8	188	21.8	1.3	13.5	8.9	4.92E+15	4.98E+14	4.43E+15	44.05	50.6	19.4	31.1	0.753	0.247	28.15545974	9.22334026	1	0	NA	NA	NA	0.602142365	13.1416	46.9353	19.605	65.4155
128	AAFEX-II	135	3	HRJ	6	0.4	0	15.3	11.1	7.69E+14	1.03E+14	6.65E+14	4.61	4.0	1.3	2.7	0.733	0.267	2.3886192	0.8685888	0	1	NA	NA	NA	0.602142365	14.7449	71.9498	19.9775	57.0264
129	AAFEX-II	130	3	HRJ	6	0.4	0	15.3	16.7	6.81E+14	6.84E+13	6.12E+14	2.49	2.9	0.9	2.0	0.681	0.319	1.616247443	0.756541357	0	1	NA	NA	NA	0.602142365	13.8203	90.7575	19.6631	60.8392
130	AAFEX-II	120	2	JP-8	188	21.8	1.3	13.5	17.2	3.71E+15	5.02E+14	3.21E+15	40.88	NA	36.4	NA	0.735	0.265	NA	NA	1	0	NA	NA	NA	0.602142365	NA	NA	30.7288	69.8449
131	AAFEX-II	100	3	HRJ	6	0.4	0	15.3	18.9	1.81E+14	6.63E+13	1.14E+14	2.64	3.0	1.1	1.9	0.741	0.259	1.678806	0.58563	0	1	NA	NA	NA	0.602142365	18.9794	106.864	20.0717	61.8807
132	AAFEX-II	150	3	HRJ	6	0.4	0	15.3	22.8	1.51E+14	6.13E+13	8.98E+13	2.07	2.1	0.8	1.3	0.752	0.248	1.145864697	0.377614503	0	1	NA	NA	NA	0.602142365	18.837	83.5656	19.9375	54.0536
133	AAFEX-II	130	2	JP-8	188	21.8	1.3	13.5	22.8	1.89E+15	4.37E+14	1.45E+15	35.65	36.2	20.1	16.1	0.764	0.236	14.71195865	4.556801351	1	0	NA	NA	NA	0.602142365	14.6736	67.0527	26.5209	68.2881
134	AAFEX-II	120	3	HRJ	6	0.4	0	15.3	23.3	1.53E+14	6.94E+13	8.37E+13	3.67	2.1	0.9	1.2	0.730	0.270	1.05212418	0.38914182	0	1	NA	NA	NA	0.602142365	19.4783	75.274	20.0719	52.0361
135	AAFEX-II	135	3	FT	4	1.4	0	15	12.2	4.38E+14	1.16E+14	3.23E+14	6.40	5.5	2.0	3.5	0.744	0.256	3.107446429	1.068961571	0	1	NA	NA	NA	0.602142365	17.5342	99.7391	20.2466	67.8189
136	AAFEX-II	145	2	JP-8	188	21.8	1.3	13.5	12.8	4.20E+15	5.35E+14	3.66E+15	54.19	54.0	23.6	30.4	0.764	0.236	27.89716154	8.597238462	1	0	NA	NA	NA	0.602142365	13.1212	64.3163	26.1567	69.1936
137	AAFEX-II	155	3	FT	4	1.4	0	15	13.9	1.65E+14	8.16E+13	8.35E+13	5.34	5.0	3.0	2.0	0.705	0.295	1.669907792	0.698076208	0	1	NA	NA	NA	0.602142365	19.6531	121.611	23.8334	63.7012
138	AAFEX-II	125	3	BlendHRJ	276	10.2	0.65	14.4	23.3	2.77E+15	2.55E+14	2.51E+15	11.23	17.7	5.9	11.8	0.766	0.234	10.83924766	3.31199234	0	1	NA	NA	NA	0.602142365	11.0704	53.0093	22.0644	59.0353
139	AAFEX-II	115	3	FTS	1083	2.1	0	15	12.2	1.29E+16	1.47E+14	1.28E+16	6.75	57.5	1.9	55.5	0.716	0.284	47.73804111	18.90615489	0	1	NA	NA	NA	0.602142365	15.5396	22.348	17.7792	70.7446
140	AAFEX-II	115	2	JP-8	188	21.8	1.3	13.5	12.2	3.82E+15	5.16E+14	3.30E+15	42.40	46.8	22.1	24.8	0.878	0.122	26.10396878	3.62555122	1	0	NA	NA	NA	0.602142365	13.6155	61.8719	25.8296	67.4359
141	AAFEX-II	145	3	FTS	1083	2.1	0	15	16.1	1.24E+16	1.07E+14	1.23E+16	6.18	88.5	2.4	86.2	0.745	0.255	77.0428353	26.3750247	0	1	NA	NA	NA	0.602142365	15.6196	21.5721	18.0102	97.9213
142	AAFEX-II	140	3	BlendHRJ	276	10.2	0.65	14.4	27.8	2.96E+15	2.18E+14	2.74E+15	9.50	13.6	4.3	9.3	0.885	0.115	9.906022154	1.292089846	0	1	NA	NA	NA	0.602142365	11.1512	33.5094	21.6489	53.9856
143	AAFEX-II	110	2	JP-8	188	21.8	1.3	13.5	27.8	3.31E+15	3.02E+14	3.00E+15	19.23	21.5	9.1	12.4	0.867	0.133	12.91976675	1.973853253	1	0	NA	NA	NA	0.602142365	11.9086	45.3826	23.7264	58.4211
144	AAFEX-II	110	3	JP-8	188	21.8	1.3	13.5	29.4	1.09E+15	3.33E+14	7.54E+14	19.17	27.1	NA	NA	0.891	0.109	NA	NA	0	1	NA	NA	NA	0.602142365	13.4731	57.1242	NA	NA
145	ACCESS-I	480	2	BlendHEFA	500	8	0.9	14.4	18	6.69E+15	4.64E+14	6.22E+15	35.60	31.26	17.97	13.3	0.781	0.219	12.45643356	3.495766436	1	0	74	NA	920	0.602142365	12.8417	30.2983	19.7151	56.9149
146	ACCESS-I	420	2	JP-8	800	16	1.4	13.9	16	5.56E+15	5.34E+14	5.02E+15	65.93	55.72	42.58	13.1	0.690	0.310	10.88095011	4.88452989	1	0	74	NA	900	0.602142365	13.9634	34.7608	23.2218	66.4632
147	ACCESS-I	360	3	BlendHEFA	500	8	0.9	14.4	17	4.97E+15	1.79E+15	3.18E+15	1.82	14.61	1.70	12.9	0.911	0.089	14.10691492	1.386381077	0	1	74	NA	890	0.602142365	17.0095	35.3158	16.6414	94.7357
148	APEX	161	3	JP-8	383	17.6	0.93	13.69	31	2.69E+15	2.99E+14	2.39E+15	92.620	239.3	152.2	87.1	NA	NA	NA	NA	0	1	83.5	98.0	1013	0.844540768	21.9067225	69.92223	28.485175	76.8000625
149	APEX	138	3	JP-8	383	17.6	0.93	13.69	24	3.99E+15	3.77E+14	3.61E+15	116.013	203.8	130.2	73.6	0.789565139	0.210434861	69.69920541	18.57622873	0	1	83.0	97.0	1024	0.844540768	14.232235	72.75549	27.322235	77.09172
150	APEX	177	3	JP-8	383	17.6	0.93	13.69	33	1.60E+15	2.54E+14	1.34E+15	64.553	124.6	85.5	39.1	0.668787245	0.331212755	31.36506886	15.53335673	0	1	83.0	90.0	1008	0.844540768	20.040415	72.7176225	26.36072	73.64013
151	APEX	228	3	JP-8	383	17.6	0.93	13.69	23	8.88E+15	3.70E+14	8.51E+15	81.232	173.3	111.9	61.4	NA	NA	NA	NA	0	1	83.0	96.0	1000	0.844540768	12.73601286	60.81747286	24.27741429	74.17045143
152	APEX	178	3	Sulfur	1595	17.3	1.31	13.67	32	3.38E+15	2.98E+14	3.08E+15	80.671	167.2	98.0	69.2	NA	NA	NA	NA	0	1	83.0	95.0	1036	0.844540768	15.352868	66.590468	26.181484	73.966836
153	APEX	221	3	Sulfur	1595	17.3	1.31	13.67	25	1.90E+16	3.22E+14	1.87E+16	75.786	175.1	89.2	85.9	0.511227182	0.488772818	52.66888903	50.35554097	0	1	83.0	93.0	1010	0.844540768	14.47577833	45.825695	22.55627833	72.59478667
154	APEX	182	3	Aromatic	530	21.8	1.34	13.7	28	5.66E+15	2.92E+14	5.37E+15	78.624	134.8	97.4	37.4	0.693196275	0.306803725	31.10440309	13.76658684	0	1	83.0	95.0	1020	0.844540768	12.25101	65.895792	29.520005	75.0158225
155	APEX	260	3	Aromatic	530	21.8	1.34	13.7	22	1.04E+16	4.14E+14	9.97E+15	101.350	215.0	136.8	78.2	0.702499859	0.297500141	65.92805953	27.91973085	0	1	83.5	94.0	1033	0.844540768	12.97729714	61.91188857	23.07103714	76.73584714
156	APEX	131	3	Sulfur	1595	17.3	1.31	13.67	24	1.65E+16	3.45E+14	1.62E+16	108.880	250.2	133.8	116.4	0.468370966	0.531629034	65.42490248	74.26117372	0	1	83.5	96.0	1051	0.844540768	14.23172	55.704235	26.8015325	78.645765
157	AAFEX-I	155	2	JP-8	1148	18.6	1.6	13.6	5.9	1.6E+16	5.9E+14	1.52E+16	81.4	131.5	66.0	65.4	NA	NA	NA	NA	1	0	NA	NA	NA	0.844540768	14.2807	55.8435	22.9766	102.873
158	AAFEX-I	350	3	JP-8	1148	18.6	1.6	13.6	5.9	1.7E+16	5.3E+14	1.60E+16	64.2	116.9	60.4	56.5	NA	NA	NA	NA	0	1	83.6	92.0	971	0.844540768	12.8791	51.5693	21.2433	103.381
159	AAFEX-I	150	3	JP-8	1148	18.6	1.6	13.6	9.6	1.9E+16	9.4E+14	1.76E+16	144.6	198.3	107.7	90.6	0.603429036	0.396570964	65.61783884	43.12376116	0	1	83.4	95.0	989	0.844540768	13.3679	64.9286	27.643	101.794
160	AAFEX-I	190	2	JP-8	1148	18.6	1.6	13.6	9.4	1.7E+16	8.5E+14	1.66E+16	130.0	204.0	110.8	93.2	0.606990215	0.393009785	67.88651403	43.95468597	1	0	NA	NA	NA	0.844540768	14.7915	63.5624	28.3384	104.065
161	AAFEX-I	90	3	JP-8	1148	18.6	1.6	13.6	9.8	1.8E+16	1.0E+15	1.69E+16	158.4	229.7	125.9	103.8	0.543155368	0.456844632	67.66651299	56.91388701	0	1	83.4	93.0	1001	0.844540768	13.844	69.4236	28.6676	95.7659
162	AAFEX-I	125	3	JP-8	1148	18.6	1.6	13.6	-3.1	2.5E+16	1.2E+15	2.43E+16	148.5	239.8	142.8	97.1	0.661675481	0.338324519	77.06031457	39.40208543	0	1	84.7	91.0	962	0.844540768	14.2393	57.9679	26.4407	102.627
163	AAFEX-I	137	2	JP-8	1148	18.6	1.6	13.6	-3.0	2.0E+16	1.0E+15	1.91E+16	137.9	231.7	137.5	94.2	0.723535853	0.276464147	81.78501985	31.25018015	1	0	NA	NA	NA	0.844540768	15.1787	59.3895	26.8832	103.566
164	AAFEX-I	123	3	JP-8	1148	18.6	1.6	13.6	1.1	2.3E+16	5.5E+15	1.76E+16	140.1	232.2	209.9	22.3	0.730002546	0.269997454	19.51209204	7.216707959	0	1	83.9	91.0	961	0.844540768	14.1408	59.4218	14.2275	71.7741
165	AAFEX-I	160	3	FT1	19	0	0	15.5	14.2	4.9E+14	2.3E+14	2.62E+14	14.3	52.4	31.0	21.4	0.899977576	0.100022424	23.13323962	2.57100038	0	1	82.5	94.0	982	0.844540768	14.8202	58.9546	26.9612	80.2852
166	AAFEX-I	130	2	JP-8	1148	18.6	1.6	13.6	14.0	1.6E+16	7.4E+14	1.52E+16	104.7	164.9	91.5	73.4	0.568705247	0.431294753	50.08562084	37.98393916	1	0	NA	NA	NA	0.844540768	14.3966	58.4013	27.4586	85.4052
167	AAFEX-I	120	3	FT1	19	0	0	15.5	14.8	5.2E+14	2.5E+14	2.66E+14	15.2	13.7	9.0	4.7	NA	NA	NA	NA	0	1	82.5	94.0	985	0.844540768	24.8901	59.8132	25.8081	61.5774
168	AAFEX-I	140	3	FT1	19	0	0	15.5	1.0	7.2E+14	2.9E+14	4.32E+14	17.6	29.7	18.1	11.6	NA	NA	NA	NA	0	1	84.7	94.0	968	0.844540768	17.1383	56.683	26.3213	70.9995
169	AAFEX-I	150	2	JP-8	1148	18.6	1.6	13.6	1.0	6.4E+15	9.1E+14	5.49E+15	125.3	182.3	93.1	89.2	0.529100051	0.470899949	56.65188528	50.42027472	1	0	NA	NA	NA	0.844540768	15.3076	54.4952	25.584	83.2283
170	AAFEX-I	120	3	FT1	19	0	0	15.5	2.3	7.0E+14	3.0E+14	3.98E+14	21.0	23.5	15.2	8.3	0.849830509	0.150169491	8.467575222	1.496264778	0	1	84.4	94.0	974	0.844540768	25.4541	62.8682	26.9539	65.5176
171	AAFEX-I	130	3	BlendFT1	699	8	0.8	14.5	3.1	1.1E+16	5.8E+14	1.09E+16	52.7	77.3	37.0	40.3	NA	NA	NA	NA	0	1	83.5	93.0	972	0.844540768	12.4326	46.1375	24.0638	75.5485
172	AAFEX-I	160	2	JP-8	1148	18.6	1.6	13.6	3.7	1.7E+16	8.8E+14	1.64E+16	122.8	196.9	87.7	109.3	NA	NA	NA	NA	1	0	NA	NA	NA	0.844540768	15.2436	57.8915	25.4834	85.6814
173	AAFEX-I	140	3	BlendFT1	699	8	0.8	14.5	7.6	1.1E+16	5.6E+14	1.09E+16	51.9	90.2	49.5	40.7	NA	NA	NA	NA	0	1	83.3	91.0	972	0.844540768	12.5926	54.803	27.0819	70.0379
174	AAFEX-I	140	3	FT2	22	0.6	0	15.1	17.0	7.7E+14	3.5E+14	4.14E+14	26.3	30.7	19.8	10.8	0.689014746	0.310985254	8.947325009	4.038354991	0	1	82.6	95.0	1006	0.844540768	19.0194	62.2645	28.7757	71.1461
175	AAFEX-I	200	2	JP-8	1148	18.6	1.6	13.6	17.0	1.3E+16	6.9E+14	1.19E+16	96.8	136.5	72.0	64.6	0.557058375	0.442941625	43.15762969	34.31653031	1	0	NA	NA	NA	0.844540768	14.1935	58.2998	27.9766	83.749
176	AAFEX-I	150	3	FT2	22	0.6	0	15.1	18.0	7.2E+14	3.3E+14	3.86E+14	27.2	23.4	13.5	9.9	NA	NA	NA	NA	0	1	82.5	95.0	1019	0.844540768	25.9052	61.3777	27.7705	65.2393
177	AAFEX-I	150	3	FT2	22	0.6	0	15.1	-1.4	7.5E+14	3.3E+14	4.29E+14	21.5	38.4	18.9	19.5	0.917751402	0.082248598	21.45126429	1.922455707	0	1	84.7	93.0	965	0.844540768	16.9458	57.6594	26.687	72.5229
178	AAFEX-I	120	2	JP-8	1148	18.6	1.6	13.6	-1.2	1.8E+16	9.2E+14	1.74E+16	114.6	189.5	80.0	109.4	0.682357903	0.317642097	89.59771416	41.70832584	1	0	NA	NA	NA	0.844540768	15.2714	52.9172	25.5618	82.4626
179	AAFEX-I	160	3	BlendFT2	658	9.1	0.8	14.3	10.7	7.2E+15	5.3E+14	6.70E+15	50.3	87.0	44.3	42.7	0.686427899	0.313572101	35.18689818	16.07398182	0	1	87.6	96.0	1034	0.844540768	12.5893	53.0863	21.7724	77.2823
180	AAFEX-I	140	2	JP-8	1148	18.6	1.6	13.6	10.8	1.6E+16	8.0E+14	1.51E+16	110.9	168.7	81.2	87.5	0.59708561	0.40291439	62.71147174	42.31780826	1	0	NA	NA	NA	0.844540768	14.5708	56.7002	25.1657	84.4625
181	AAFEX-I	170	3	BlendFT2	658	9.1	0.8	14.3	12.0	6.5E+15	5.3E+14	5.98E+15	50.6	75.4	39.0	36.4	NA	NA	NA	NA	0	1	52.7	82.0	751	0.844540768	12.027	53.6145	24.0625	75.7798
182	AAFEX-I	205	3	JP-8	1148	18.6	1.6	13.6	19.7	9.6E+15	7.9E+14	8.79E+15	99.9	138.6	86.1	52.5	NA	NA	NA	NA	0	1	81.8	96.0	1004	0.844540768	12.6091	67.8606	28.4472	96.7255
183	AAFEX-II	130	3	JP-8	188	21.8	1.3	13.5	17	1.32E+15	5.41E+14	7.81E+14	75.7	56.7	37.2	19.5	0.816666667	0.183333333	19.149396	4.298844	0	1	NA	NA	NA	0.844540768	24.5789	73.8035	29.5683	74.4758
184	AAFEX-II	140	2	JP-8	188	21.8	1.3	13.5	17	1.44E+15	4.49E+14	9.96E+14	72.7	56.8	41.0	15.8	0.840909091	0.159090909	15.90882273	3.009777273	1	0	NA	NA	NA	0.844540768	18.3929	75.8402	21.1042	76.7627
185	AAFEX-II	125	3	JP-8	188	21.8	1.3	13.5	17	1.32E+15	5.96E+14	7.20E+14	84.5	66.2	45.1	21.1	0.808	0.192	20.48318784	4.86729216	0	1	NA	NA	NA	0.844540768	28.6155	77.1188	30.4723	79.0541
186	AAFEX-II	135	2	JP-8	188	21.8	1.3	13.5	18	2.16E+15	5.33E+14	1.63E+15	89.9	72.4	44.2	28.2	0.771084337	0.228915663	26.08738699	7.744693012	1	0	NA	NA	NA	0.844540768	17.3043	76.1489	31.0865	79.6411
187	AAFEX-II	110	3	JP-8	188	21.8	1.3	13.5	17	1.69E+15	5.58E+14	1.14E+15	79.3	62.4	40.1	22.3	0.759259259	0.240740741	20.32023778	6.443002222	0	1	NA	NA	NA	0.844540768	23.2828	75.9999	29.882	76.6245
188	AAFEX-II	120	3	JP-8	188	21.8	1.3	13.5	17	1.68E+15	5.59E+14	1.12E+15	77.7	62.6	41.1	21.4	0.751552795	0.248447205	19.34289466	6.394345342	0	1	NA	NA	NA	0.844540768	23.2031	75.6516	29.9467	78.0431
189	AAFEX-II	120	2	JP-8	188	21.8	1.3	13.5	9	3.35E+15	6.14E+14	2.74E+15	85.5	70.4	37.3	33.1	0.793548387	0.206451613	31.55345187	8.209028129	1	0	NA	NA	NA	0.844540768	14.8895	71.861	30.3398	75.8352
190	AAFEX-II	138	3	HRJ	6	0.4	0	15.3	10	6.51E+14	2.14E+14	4.36E+14	15.3	9.1	5.5	3.6	0.774509804	0.225490196	3.353791647	0.976420353	0	1	NA	NA	NA	0.844540768	22.5077	66.0568	24.0183	59.7675
191	AAFEX-II	130	3	HRJ	6	0.4	0	15.3	11	8.88E+14	2.42E+14	6.47E+14	16.6	11.3	6.6	4.7	0.738738739	0.261261261	4.152329297	1.468506703	0	1	NA	NA	NA	0.844540768	21.0562	67.6379	24.4449	63.7547
192	AAFEX-II	150	2	JP-8	188	21.8	1.3	13.5	17	2.54E+15	6.09E+14	1.93E+15	49.2	78.0	46.0	32.0	0.75862069	0.24137931	29.11237241	9.263027586	1	0	NA	NA	NA	0.844540768	16.7915	78.169	31.7779	81.1865
193	AAFEX-II	120	3	HRJ	6	0.4	0	15.3	17	6.48E+14	2.27E+14	4.21E+14	13.9	10.5	6.4	4.1	0.713114754	0.286885246	3.471881902	1.396734098	0	1	NA	NA	NA	0.844540768	22.2806	68.4636	25.0395	59.7017
194	AAFEX-II	155	3	HRJ	6	0.4	0	15.3	18	5.26E+14	2.28E+14	2.98E+14	15.3	10.0	6.6	3.5	0.767857143	0.232142857	3.197016214	0.966539786	0	1	NA	NA	NA	0.844540768	23.6081	65.9478	25.2473	61.7093
195	AAFEX-II	97	2	JP-8	188	21.8	1.3	13.5	23	1.34E+15	5.06E+14	8.38E+14	70.9	61.8	39.0	22.8	0.798657718	0.201342282	21.85252107	5.509038926	1	0	NA	NA	NA	0.844540768	29.6084	77.8865	32.8103	77.4134
196	AAFEX-II	145	3	HRJ	6	0.4	0	15.3	23	3.99E+14	1.98E+14	2.01E+14	12.8	9.0	5.8	3.2	0.789473684	0.210526316	2.985129474	0.796034526	0	1	NA	NA	NA	0.844540768	21.4224	62.63	24.5317	59.6107
197	AAFEX-II	125	3	HRJ	6	0.4	0	15.3	24	4.32E+14	2.04E+14	2.29E+14	12.7	8.9	5.8	3.1	0.795918367	0.204081633	2.933414449	0.752157551	0	1	NA	NA	NA	0.844540768	23.6223	61.8924	24.7395	59.3054
198	AAFEX-II	150	2	JP-8	188	21.8	1.3	13.5	13	2.54E+15	6.05E+14	1.94E+15	92.8	78.0	38.7	39.3	0.774358974	0.225641026	36.51914092	10.64133908	1	0	NA	NA	NA	0.844540768	15.1826	75.7852	29.0773	75.6648
199	AAFEX-II	170	3	FT	4	1.4	0	15	14	4.63E+14	2.31E+14	2.32E+14	16.5	12.0	6.6	5.4	0.755244755	0.244755245	4.886028755	1.583435245	0	1	NA	NA	NA	0.844540768	23.2539	73.5411	24.585	59.1526
200	AAFEX-II	200	3	FT	4	1.4	0	15	14	4.85E+14	2.49E+14	2.36E+14	18.0	12.7	7.1	5.6	0.729032258	0.270967742	4.915911174	1.827152826	0	1	NA	NA	NA	0.844540768	23.7041	72.2099	24.9069	59.3184
201	AAFEX-II	110	3	BlendHRJ	276	10.2	0.65	14.4	23	1.59E+15	4.30E+14	1.16E+15	45.0	41.9	21.9	20.1	0.740740741	0.259259259	17.84764444	6.246675556	0	1	NA	NA	NA	0.844540768	14.6544	69.1092	27.1925	68.3652
202	AAFEX-II	148	2	JP-8	188	21.8	1.3	13.5	14	2.30E+15	5.68E+14	1.74E+15	72.5	67.6	38.6	29.0	0.870748299	0.129251701	30.28459102	4.49536898	1	0	NA	NA	NA	0.844540768	16.4898	75.9079	29.8988	77.6583
203	AAFEX-II	170	3	FTS	1083	2.1	0	15	14	1.02E+16	2.54E+14	9.98E+15	16.0	51.6	6.5	45.2	0.693430657	0.306569343	37.5995965	16.6229795	0	1	NA	NA	NA	0.844540768	14.7966	28.0732	21.9502	61.1161
204	AAFEX-II	150	3	FTS	1083	2.1	0	15	16	1.06E+16	2.52E+14	1.04E+16	16.6	58.9	7.2	51.7	0.707006369	0.292993631	43.89431228	18.19043572	0	1	NA	NA	NA	0.844540768	14.3883	27.6707	21.9719	65.3874
205	AAFEX-II	80	3	BlendHRJ	276	10.2	0.65	14.4	25	1.74E+15	4.47E+14	1.29E+15	51.4	46.6	24.1	22.5	NA	NA	NA	NA	0	1	NA	NA	NA	0.844540768	13.6359	68.1128	27.3471	68.9433
